Date,STOXX,BTC,LIBOR,SP500
2-11-2015,376.75,325.64666,0.131,2078.36
3-11-2015,378.359985,369.51133,0.131,2078.54
4-11-2015,380.27999900000003,432.46133,0.131,2078.58
5-11-2015,378.76001,434.31683,0.131,2079.06
6-11-2015,379.950012,359.586,0.131,2079.28
9-11-2015,375.880005,370.652,0.131,2079.36
10-11-2015,376.269989,376.94800000000004,0.131,2079.43
11-11-2015,378.709991,311.702,NaN,2079.51
12-11-2015,372.559998,320.036,0.1305,2079.61
13-11-2015,369.52999900000003,337.89300000000003,0.131,2079.65
16-11-2015,370.640015,320.06,0.131,2080.15
17-11-2015,379.880005,337.759,0.131,2080.15
18-11-2015,379.329987,333.33299,0.131,2080.35
19-11-2015,380.959991,334.02499,0.13,2080.41
20-11-2015,381.790009,315.63099,0.131,2080.62
23-11-2015,380.369995,322.606,0.1305,2080.73
24-11-2015,375.640015,320.993,0.1305,2081.18
25-11-2015,380.839996,318.337,0.1305,2081.19
27-11-2015,383.670013,349.13800000000003,0.1305,2081.24
30-11-2015,385.429993,375.204,0.128,2081.34
1-12-2015,384.23999,377.798,0.1305,2081.43
2-12-2015,384.170013,352.12800000000004,0.1305,2081.72
3-12-2015,372.109985,366.788,0.1305,2081.88
4-12-2015,370.589996,358.44300000000004,0.1305,2081.9
7-12-2015,372.480011,391.61800000000005,0.13,2082.17
8-12-2015,365.75,395.59299,0.1295,2082.42
9-12-2015,364.190002,421.42400000000004,0.1295,2082.78
10-12-2015,363.209991,415.07599999999996,0.1315,2083.25
11-12-2015,355.790009,421.81300000000005,0.1335,2083.39
14-12-2015,349.540009,437.02099999999996,0.135,2083.56
15-12-2015,359.579987,453.676,0.1355,2083.58
16-12-2015,360.429993,445.805,0.1518,2084.07
17-12-2015,364.899994,451.102,0.3614,2084.39
18-12-2015,361.230011,456.425,0.3658,2084.43
21-12-2015,357.149994,435.64099000000004,0.3672,2085.18
22-12-2015,356.869995,438.276,0.3674,2085.45
23-12-2015,366.390015,437.994,0.3673,2085.51
28-12-2015,364.48999,427.81699999999995,NaN,2086.24
29-12-2015,369.679993,422.741,0.366,2086.59
30-12-2015,367.700012,431.029,0.3661,2087.79
4-1-2016,356.660004,431.691,0.3658,2088.48
5-1-2016,358.880005,433.73199999999997,0.365,2088.55
6-1-2016,354.350006,427.164,0.3661,2088.66
7-1-2016,346.51001,441.02099999999996,0.3651,2088.77
8-1-2016,341.350006,457.168,0.3662,2088.87
11-1-2016,340.230011,450.31199999999995,0.3661,2088.9
12-1-2016,343.22000099999997,446.61400000000003,0.3661,2089.14
13-1-2016,344.630005,431.156,0.3663,2089.17
14-1-2016,339.420013,431.41,0.3661,2089.27
15-1-2016,329.839996,416.29,0.3661,2089.41
19-1-2016,332.929993,382.73800000000006,0.366,2089.46
20-1-2016,322.290009,378.775,0.3655,2090.1
21-1-2016,328.51001,417.439,0.3658,2090.11
22-1-2016,338.359985,403.27099999999996,0.3659,2090.35
25-1-2016,336.269989,397.885,0.366,2090.54
26-1-2016,339.200012,390.715,0.3657,2090.57
27-1-2016,340.23999,392.389,0.3659,2091.18
28-1-2016,334.890015,381.356,0.3684,2091.48
29-1-2016,342.269989,369.13300000000004,0.3674,2091.5
1-2-2016,341.609985,372.157,0.366,2091.54
2-2-2016,334.589996,372.45300000000003,0.369,2091.58
3-2-2016,329.429993,372.76199999999994,0.3686,2091.69
4-2-2016,328.76001,370.43300000000005,0.3704,2091.7
5-2-2016,325.899994,386.954,0.37,2092.43
8-2-2016,314.359985,376.92400000000004,0.3763,2092.83
9-2-2016,309.390015,372.434,0.3771,2093.25
10-2-2016,315.190002,374.764,0.3731,2093.32
11-2-2016,303.579987,379.186,0.3715,2094.11
12-2-2016,312.410004,378.57599999999996,0.3708,2094.34
16-2-2016,320.369995,401.663,0.371,2095.15
17-2-2016,328.769989,407.017,0.37,2095.84
18-2-2016,328.910004,417.49199999999996,0.3714,2095.84
19-2-2016,326.369995,421.95599999999996,0.3709,2096.07
22-2-2016,331.820007,436.14,0.371,2096.29
23-2-2016,327.77999900000003,438.745,0.371,2096.92
24-2-2016,320.230011,419.89599999999996,0.3715,2096.95
25-2-2016,326.540009,422.61699999999996,0.3743,2096.99
26-2-2016,331.540009,421.244,0.3745,2097.29
29-2-2016,333.920013,438.28,0.3715,2097.45
1-3-2016,338.72000099999997,436.426,0.3679,2097.9
2-3-2016,340.97000099999997,434.001,0.3715,2097.94
3-3-2016,339.420013,419.254,0.373,2098.04
4-3-2016,341.799988,421.597,0.372,2098.48
7-3-2016,340.929993,407.276,0.372,2098.53
8-3-2016,337.480011,414.213,0.372,2098.86
9-3-2016,339.140015,410.73900000000003,0.372,2099.06
10-3-2016,333.5,411.67199999999997,0.3725,2099.12
11-3-2016,342.230011,416.708,0.3725,2099.13
14-3-2016,344.660004,414.208,0.3743,2099.2
15-3-2016,340.859985,416.034,0.3753,2099.33
16-3-2016,341.0,414.167,0.3743,2099.5
17-3-2016,340.679993,417.13800000000003,0.3748,2099.6
18-3-2016,341.709991,417.154,0.3743,2099.68
21-3-2016,340.820007,407.496,0.3743,2099.73
22-3-2016,340.299988,415.125,0.3743,2099.84
23-3-2016,340.070007,417.31800000000004,0.3753,2099.93
24-3-2016,335.100006,415.837,0.3745,2100.34
29-3-2016,336.790009,423.597,0.3755,2100.44
30-3-2016,341.179993,414.61300000000006,0.3772,2100.8
31-3-2016,337.540009,414.458,0.3831,2101.04
1-4-2016,333.149994,416.01199999999994,0.3791,2101.49
4-4-2016,334.48999,418.593,0.3794,2102.06
5-4-2016,328.149994,422.04400000000004,0.3777,2102.15
6-4-2016,330.649994,422.29499000000004,0.3782,2102.31
7-4-2016,328.100006,420.55300000000005,0.3782,2102.31
8-4-2016,331.859985,421.616,0.3775,2102.4
11-4-2016,332.869995,421.19199999999995,0.3792,2102.44
12-4-2016,334.640015,426.38300000000004,0.3792,2102.63
13-4-2016,343.059998,426.84399,0.3802,2102.95
14-4-2016,343.98999,425.494,0.3797,2103.84
15-4-2016,342.790009,426.279,0.3807,2104.05
18-4-2016,344.200012,429.31800000000004,0.3812,2104.18
19-4-2016,349.23999,428.522,0.3827,2104.2
20-4-2016,350.75,435.926,0.3822,2104.42
21-4-2016,349.589996,443.75800000000004,0.3817,2104.5
22-4-2016,348.459991,446.776,0.3812,2104.99
25-4-2016,346.679993,458.626,0.3812,2105.2
26-4-2016,347.309998,464.42900000000003,0.3807,2105.26
27-4-2016,348.320007,466.064,0.3802,2105.33
28-4-2016,348.899994,441.30400000000003,0.3827,2106.63
29-4-2016,341.480011,446.236,0.3837,2106.85
2-5-2016,341.23999,453.06699999999995,NaN,2107.39
3-5-2016,335.559998,443.681,0.3857,2107.4
4-5-2016,331.799988,449.157,0.3858,2107.78
6-5-2016,331.670013,447.58599000000004,0.385,2108.1
9-5-2016,333.22000099999997,458.708,0.385,2108.29
10-5-2016,336.23999,460.954,0.3845,2108.57
11-5-2016,334.73999,454.39399000000003,0.385,2108.58
12-5-2016,333.109985,451.155,0.385,2108.63
13-5-2016,334.679993,453.70099999999996,0.3855,2108.86
17-5-2016,334.72000099999997,454.278,0.386,2108.95
18-5-2016,337.579987,454.064,0.385,2109.41
19-5-2016,333.910004,453.494,0.384,2109.6
20-5-2016,338.01001,440.231,0.3845,2109.66
23-5-2016,336.690002,440.551,0.385,2109.79
24-5-2016,344.119995,444.48900000000003,0.385,2109.99
25-5-2016,348.559998,447.035,0.3861,2110.3
26-5-2016,348.910004,448.278,0.3861,2110.74
27-5-2016,349.640015,467.26199999999994,0.385,2111.72
31-5-2016,347.450012,537.2329900000001,0.3865,2111.73
1-6-2016,344.119995,528.0499900000001,0.3855,2112.13
2-6-2016,344.350006,538.568,0.3855,2112.93
3-6-2016,341.290009,537.185,0.3861,2113.32
6-6-2016,342.410004,578.8489900000001,0.3861,2113.86
7-6-2016,346.26001,585.399,0.3865,2114.07
8-6-2016,344.559998,576.226,0.3876,2114.15
9-6-2016,341.25,580.4359900000001,0.3856,2114.49
10-6-2016,332.920013,574.953,0.3861,2114.76
13-6-2016,326.799988,682.2260000000001,0.3855,2115.48
14-6-2016,320.52999900000003,695.155,0.3855,2115.48
15-6-2016,323.630005,685.442,0.385,2116.1
16-6-2016,321.290009,732.357,0.3855,2117.39
17-6-2016,325.77999900000003,773.25,0.3865,2117.69
20-6-2016,337.670013,758.903,0.3901,2119.12
21-6-2016,340.040009,702.696,0.3901,2119.21
22-6-2016,341.320007,657.013,0.3896,2120.79
23-6-2016,346.339996,581.249,0.3911,2121.1
24-6-2016,321.980011,657.0899900000001,0.3934,2121.24
27-6-2016,308.75,644.091,0.4001,2122.73
28-6-2016,316.700012,655.94399,0.4016,2122.85
29-6-2016,326.48999,634.357,0.4051,2123.48
30-6-2016,329.880005,635.0930000000001,0.4116,2124.2
1-7-2016,332.23999,683.293,0.4061,2124.29
5-7-2016,324.170013,679.3510000000001,0.4096,2125.77
6-7-2016,318.76001,676.872,0.4112,2125.85
7-7-2016,322.119995,671.814,0.4127,2126.06
8-7-2016,327.350006,640.476,0.4122,2126.15
11-7-2016,332.72000099999997,656.747,0.4137,2126.41
12-7-2016,336.26001,648.136,0.4122,2126.5
13-7-2016,335.829987,663.443,0.4127,2126.64
14-7-2016,338.5,654.018,0.4122,2127.02
15-7-2016,337.920013,663.638,0.4152,2127.81
18-7-2016,338.700012,681.2389999999999,0.4159,2127.83
19-7-2016,337.320007,673.832,0.4159,2128.28
20-7-2016,340.809998,673.008,0.4174,2129.2
21-7-2016,340.579987,662.034,0.4179,2129.9
22-7-2016,340.329987,666.747,0.4179,2130.82
25-7-2016,340.929993,660.284,0.4179,2131.52
26-7-2016,341.26001,655.418,0.4179,2132.55
27-7-2016,342.73999,650.8289900000001,0.4164,2132.98
28-7-2016,339.47000099999997,656.9159900000001,0.4159,2133.04
29-7-2016,341.890015,655.427,0.4129,2136.73
2-8-2016,335.47000099999997,601.227,0.4179,2139.12
3-8-2016,335.579987,555.9259999999999,0.4174,2139.16
4-8-2016,337.839996,578.5237400000001,0.4179,2139.18
5-8-2016,341.380005,570.33875,0.4189,2139.43
8-8-2016,341.52999900000003,589.66125,0.4189,2139.56
9-8-2016,344.670013,586.715,0.4188,2139.6
10-8-2016,343.980011,585.23875,0.4197,2139.76
11-8-2016,346.660004,594.81625,0.4202,2141.16
12-8-2016,346.089996,581.9625,0.4191,2141.34
15-8-2016,346.049988,571.9625,0.41889,2143.16
16-8-2016,343.320007,567.60749,0.41778,2144.29
17-8-2016,340.47000099999997,575.54125,0.41722,2146.1
18-8-2016,342.910004,572.3724900000001,0.41722,2147.26
19-8-2016,340.140015,573.01625,0.41556,2150.49
22-8-2016,340.429993,579.6675,0.41667,2151.13
23-8-2016,343.600006,585.5075,0.41778,2151.33
24-8-2016,344.929993,577.9874900000001,0.41833,2152.14
25-8-2016,342.019989,574.5825,0.41989,2152.43
26-8-2016,343.72000099999997,575.0625,0.41833,2153.74
29-8-2016,343.200012,574.4974900000001,NaN,2157.03
30-8-2016,344.75,571.94125,0.41944,2159.04
31-8-2016,343.52999900000003,573.78125,0.41944,2159.73
1-9-2016,343.660004,572.96,0.41611,2159.93
2-9-2016,350.440002,570.1,0.42044,2160.77
6-9-2016,349.459991,604.465,0.42044,2161.2
7-9-2016,350.459991,609.4325,0.42156,2161.74
8-9-2016,349.320007,613.6749900000001,0.42211,2163.12
9-9-2016,345.519989,623.6,0.42156,2163.26
12-9-2016,342.230011,604.8275,0.421,2163.66
13-9-2016,338.72000099999997,607.03625,0.421,2163.75
14-9-2016,338.420013,606.885,0.42211,2163.78
15-9-2016,340.339996,606.8975,0.42156,2163.79
16-9-2016,337.820007,605.52125,0.42044,2164.2
19-9-2016,341.269989,609.3724900000001,0.42156,2164.25
20-9-2016,341.0,606.7175,0.42211,2164.45
21-9-2016,342.459991,595.93375,0.42211,2164.69
22-9-2016,347.859985,596.225,0.42322,2165.17
23-9-2016,345.339996,595.0175,0.42322,2166.58
26-9-2016,340.0,598.9075,0.42433,2166.89
27-9-2016,340.190002,605.0175,0.42544,2167.48
28-9-2016,342.570007,602.885,0.42063,2168.27
29-9-2016,342.72000099999997,603.5812400000001,0.41989,2168.48
30-9-2016,342.920013,604.52125,0.42378,2169.04
3-10-2016,343.230011,611.88874,0.42267,2169.18
4-10-2016,346.100006,609.495,0.42433,2170.06
5-10-2016,344.200012,608.125,0.42822,2170.84
6-10-2016,342.820007,610.57,0.42878,2170.86
7-10-2016,339.640015,610.23375,0.42656,2170.95
10-10-2016,341.980011,615.91625,NaN,2171.37
11-10-2016,340.170013,618.3275,0.42767,2172.47
12-10-2016,338.559998,637.2162400000001,0.42878,2173.02
13-10-2016,335.619995,637.73625,0.431,2173.6
14-10-2016,339.950012,635.88375,0.43044,2175.03
17-10-2016,337.420013,636.635,0.43322,2175.44
18-10-2016,342.480011,637.01625,0.43322,2175.49
19-10-2016,343.640015,634.605,0.43378,2176.12
20-10-2016,344.290009,626.36875,0.43322,2176.94
21-10-2016,344.290009,629.6124900000001,0.43322,2177.18
24-10-2016,344.26001,647.69375,0.43211,2178.15
25-10-2016,343.070007,652.235,0.43433,2179.98
26-10-2016,341.76001,657.05625,0.43433,2180.38
27-10-2016,341.709991,684.3775,0.43489,2180.39
28-10-2016,340.799988,684.2975,0.43544,2180.89
31-10-2016,338.97000099999997,693.89625,0.43344,2181.3
1-11-2016,335.329987,708.955,0.43456,2181.74
2-11-2016,331.549988,725.6925,0.43733,2181.9
3-11-2016,331.559998,741.84875,0.43678,2182.22
4-11-2016,328.799988,701.21875,0.43511,2182.64
7-11-2016,333.839996,705.47125,0.43456,2182.87
8-11-2016,334.910004,706.13375,0.434,2183.87
9-11-2016,339.809998,728.36125,0.43233,2184.05
10-11-2016,338.880005,719.2525,0.43233,2185.79
11-11-2016,337.5,714.57125,NaN,2186.16
14-11-2016,338.230011,704.62125,0.43344,2186.48
15-11-2016,339.160004,711.39625,0.43289,2186.9
16-11-2016,338.47000099999997,710.9275,0.43289,2187.02
17-11-2016,340.600006,745.92625,0.43456,2187.12
18-11-2016,339.390015,738.665,0.43367,2190.15
21-11-2016,340.230011,730.365,0.43367,2191.08
22-11-2016,341.019989,734.84,0.43367,2191.95
23-11-2016,340.769989,745.97875,0.43422,2198.18
25-11-2016,342.450012,730.3125,0.43478,2198.81
28-11-2016,339.829987,731.9,0.43422,2201.72
29-11-2016,340.950012,731.12625,0.43422,2202.94
30-11-2016,341.98999,731.64,0.43056,2204.66
1-12-2016,340.859985,744.1025,0.43422,2204.71
2-12-2016,339.359985,766.5925,0.43478,2204.72
5-12-2016,341.269989,760.1,0.43478,2212.23
6-12-2016,344.570007,754.82625,0.43422,2213.35
7-12-2016,347.700012,758.35375,0.43367,2237.4
8-12-2016,351.959991,763.23625,0.43311,2238.83
9-12-2016,355.380005,766.8725,0.43422,2241.35
12-12-2016,353.73999,769.8275,0.437,2246.19
13-12-2016,357.5,774.38625,0.437,2249.26
14-12-2016,355.72000099999997,778.35625,0.43867,2249.92
15-12-2016,358.790009,776.9825,0.67889,2253.28
16-12-2016,360.019989,776.415,0.68389,2256.96
19-12-2016,359.589996,791.0,0.68111,2257.83
20-12-2016,361.320007,789.2325,0.68378,2258.07
21-12-2016,360.559998,805.79625,0.686,2259.53
22-12-2016,359.820007,842.63875,0.68656,2260.96
23-12-2016,359.980011,910.9325,0.69378,2262.03
27-12-2016,360.480011,900.36625,NaN,2262.53
28-12-2016,361.52999900000003,948.89875,0.68656,2263.69
29-12-2016,360.26001,971.645,0.68822,2263.79
30-12-2016,361.420013,954.84375,0.69211,2265.18
3-1-2017,365.709991,1028.33375,0.69544,2265.2
4-1-2017,365.26001,1047.09999,0.69044,2267.89
5-1-2017,365.640015,1140.385,0.69222,2268.88
6-1-2017,365.450012,985.93875,0.691,2268.9
9-1-2017,363.670013,889.33875,0.693,2268.9
10-1-2017,364.070007,905.22625,0.69333,2269.0
11-1-2017,364.899994,910.60625,0.69278,2270.44
12-1-2017,362.51001,772.66125,0.69278,2270.75
13-1-2017,365.940002,784.89375,0.69278,2270.76
17-1-2017,362.420013,848.58125,0.69,2271.31
18-1-2017,363.070007,890.29375,0.68944,2271.72
19-1-2017,362.850006,888.0625,0.69,2271.89
20-1-2017,362.579987,896.16375,0.68833,2274.64
23-1-2017,361.01001,920.365,0.68889,2275.32
24-1-2017,361.920013,912.2125,0.68833,2276.98
25-1-2017,366.589996,898.55,0.68833,2278.87
26-1-2017,367.5,901.05,0.68722,2279.55
27-1-2017,366.380005,912.84375,0.69,2280.07
30-1-2017,362.549988,916.91125,0.69167,2280.85
31-1-2017,360.119995,921.35125,0.69,2280.9
1-2-2017,363.200012,973.065,0.69111,2292.56
2-2-2017,361.950012,982.8275,0.68833,2293.08
3-2-2017,364.070007,1020.09,0.69278,2294.67
6-2-2017,361.600006,1019.3125,0.68833,2294.69
7-2-2017,362.73999,1029.40875,0.68778,2296.68
8-2-2017,363.940002,1067.70875,0.68667,2297.42
9-2-2017,366.790009,1072.205,0.68667,2298.37
10-2-2017,367.390015,974.95875,0.68778,2304.92
13-2-2017,370.130005,1004.85375,0.68722,2307.87
14-2-2017,370.200012,994.58,0.68722,2316.1
15-2-2017,371.47000099999997,1003.59,0.68556,2328.25
16-2-2017,370.100006,1018.41125,0.68611,2328.95
17-2-2017,370.22000099999997,1038.86625,0.68611,2337.58
21-2-2017,373.399994,1079.5825,0.68611,2338.17
22-2-2017,373.380005,1112.86375,0.68333,2341.59
23-2-2017,372.850006,1122.515,0.68333,2342.19
24-2-2017,370.01001,1193.501,0.68278,2343.98
27-2-2017,369.519989,1189.366,0.68333,2344.02
28-2-2017,370.23999,1189.9469900000001,0.68056,2344.93
1-3-2017,375.690002,1193.611,0.68167,2345.96
2-3-2017,375.609985,1221.05,0.68278,2347.22
3-3-2017,375.230011,1269.776,0.68278,2348.45
6-3-2017,373.269989,1273.24699,0.68278,2348.69
7-3-2017,372.269989,1280.30499,0.68278,2349.01
8-3-2017,372.579987,1206.357,0.68211,2349.25
9-3-2017,372.890015,1153.06,0.68211,2351.1
10-3-2017,373.230011,1200.557,0.68189,2351.16
13-3-2017,374.640015,1235.553,0.68278,2352.95
14-3-2017,373.459991,1242.806,0.68689,2353.78
15-3-2017,375.100006,1245.892,0.68667,2355.54
16-3-2017,377.730011,1247.67099,0.92578,2355.84
17-3-2017,378.320007,1126.0819900000001,0.92422,2357.03
20-3-2017,377.679993,1036.226,0.92644,2357.16
21-3-2017,375.670013,1065.481,0.92533,2357.49
22-3-2017,374.02999900000003,1091.333,0.92667,2358.57
23-3-2017,377.200012,1036.099,0.92611,2358.84
24-3-2017,376.51001,1013.8439999999999,0.92667,2360.16
27-3-2017,375.01001,968.293,0.92444,2361.13
28-3-2017,377.299988,1035.3219900000001,0.925,2362.72
29-3-2017,378.52999900000003,1011.9689999999999,0.92556,2362.82
30-3-2017,380.459991,1041.374,0.92667,2362.98
31-3-2017,381.140015,1048.86299,0.92167,2363.64
3-4-2017,379.290009,1140.037,0.92722,2363.81
4-4-2017,380.02999900000003,1148.0919999999999,0.93,2364.87
5-4-2017,380.089996,1139.86,0.93111,2365.38
6-4-2017,380.769989,1150.685,0.93,2365.45
7-4-2017,381.26001,1177.2839999999999,0.93056,2365.72
10-4-2017,381.25,1213.8010000000002,0.92722,2367.34
11-4-2017,381.179993,1206.74,0.92722,2368.06
12-4-2017,381.899994,1226.896,0.92778,2368.39
13-4-2017,380.579987,1216.269,0.92611,2369.75
18-4-2017,376.350006,1211.73799,0.93,2373.47
19-4-2017,377.23999,1218.6660000000002,0.93,2373.47
20-4-2017,378.059998,1227.981,0.92944,2374.15
21-4-2017,378.119995,1261.702,0.92944,2375.31
24-4-2017,386.089996,1243.43,0.92667,2378.25
25-4-2017,386.910004,1251.5775,0.92833,2381.38
26-4-2017,388.730011,1269.69625,0.93028,2381.73
27-4-2017,387.790009,1289.7475,0.93056,2381.92
28-4-2017,387.089996,1335.825,0.92944,2383.12
2-5-2017,389.52999900000003,1416.61,0.92667,2385.26
3-5-2017,389.369995,1448.88625,0.92722,2386.13
4-5-2017,391.980011,1506.7725,0.92778,2387.45
5-5-2017,394.540009,1543.31,0.92778,2388.13
8-5-2017,394.040009,1564.065,0.92778,2388.33
9-5-2017,395.809998,1644.72875,0.92722,2388.61
10-5-2017,396.450012,1695.83125,0.92833,2388.77
11-5-2017,394.390015,1748.35375,0.92833,2389.52
12-5-2017,395.630005,1774.52,0.92833,2390.9
15-5-2017,395.97000099999997,1747.04375,0.92889,2391.17
16-5-2017,395.910004,1665.0325,0.92833,2394.02
17-5-2017,391.140015,1744.44125,0.92833,2394.44
18-5-2017,389.190002,1796.89625,0.92778,2395.96
19-5-2017,391.51001,1913.13875,0.92889,2396.92
22-5-2017,391.140015,2114.98875,0.92889,2398.1
23-5-2017,392.019989,2196.66874,0.93056,2398.42
24-5-2017,392.369995,2348.55249,0.93056,2399.29
26-5-2017,391.350006,2460.95375,0.93,2399.63
30-5-2017,390.5,2315.73625,0.93111,2400.67
31-5-2017,389.98999,2170.98124,0.92889,2402.32
1-6-2017,391.660004,2402.125,0.93111,2404.39
2-6-2017,392.549988,2477.1725,0.93111,2409.39
6-6-2017,389.399994,2855.03,0.93056,2411.8
7-6-2017,389.179993,2900.8525,0.93111,2412.91
8-6-2017,389.149994,2737.9025,0.93056,2415.07
9-6-2017,390.390015,2826.03875,0.93111,2415.82
12-6-2017,386.619995,3007.0125,0.93111,2416.62
13-6-2017,388.75,2697.0775,0.93111,2419.38
14-6-2017,387.579987,2780.1825,0.93111,2419.7
15-6-2017,386.049988,2518.54875,1.175,2423.41
16-6-2017,388.600006,2438.6174899999996,1.17722,2425.18
19-6-2017,391.940002,2611.6799899999996,1.17667,2425.53
20-6-2017,389.209991,2667.5475,1.17611,2425.55
21-6-2017,388.5,2805.0975,1.17722,2427.43
22-6-2017,388.52999900000003,2702.00375,1.17722,2428.37
23-6-2017,387.619995,2763.29125,1.17667,2429.01
26-6-2017,389.049988,2630.59499,1.17611,2429.33
27-6-2017,385.980011,2513.4299899999996,1.17611,2429.39
28-6-2017,385.820007,2556.1675,1.17667,2430.01
29-6-2017,380.660004,2591.2675,1.17333,2430.06
30-6-2017,379.369995,2547.3225,1.16167,2431.77
3-7-2017,383.410004,2513.74125,1.17167,2432.46
5-7-2017,382.98999,2588.67875,1.17389,2432.54
6-7-2017,380.429993,2634.17375,1.17389,2433.14
7-7-2017,380.179993,2598.57,1.17389,2433.15
10-7-2017,381.640015,2524.12624,1.17444,2433.79
11-7-2017,379.149994,2352.265,1.17722,2434.5
12-7-2017,384.899994,2292.91375,1.17833,2435.61
13-7-2017,386.140015,2437.55375,1.17833,2436.1
14-7-2017,386.839996,2337.67875,1.17722,2437.03
17-7-2017,386.859985,1986.9425,1.17778,2437.92
18-7-2017,382.579987,2189.23999,1.17722,2438.21
19-7-2017,385.540009,2354.8925,1.17889,2438.3
20-7-2017,384.070007,2349.355,1.17889,2438.97
21-7-2017,380.160004,2740.56875,1.17889,2439.07
24-7-2017,379.230011,2772.3675,1.17889,2439.07
25-7-2017,380.769989,2768.8025,1.18,2440.35
26-7-2017,382.73999,2540.20874,1.17778,2440.69
27-7-2017,382.320007,2570.195,1.17722,2441.32
28-7-2017,378.339996,2699.72125,1.17833,2443.05
31-7-2017,377.850006,2718.6175,1.17611,2443.25
2-8-2017,378.630005,2739.70875,1.17722,2444.24
3-8-2017,378.929993,2740.07125,1.17722,2446.3
4-8-2017,382.52999900000003,2811.71,1.17778,2447.33
7-8-2017,382.01001,3274.6375,1.17722,2447.83
8-8-2017,382.649994,3474.7625,1.17778,2447.89
9-8-2017,379.839996,3416.185,1.17778,2452.51
10-8-2017,376.049988,3364.41125,1.17778,2453.46
11-8-2017,372.140015,3451.8525,1.17778,2457.59
14-8-2017,376.160004,4036.7575,1.17778,2457.85
15-8-2017,376.5,4462.67625,1.17778,2459.14
16-8-2017,379.089996,4118.9025,1.17889,2459.27
17-8-2017,376.869995,4322.42125,1.17778,2460.61
18-8-2017,374.200012,4311.685,1.17722,2461.43
21-8-2017,372.72000099999997,4110.94125,1.17778,2464.61
22-8-2017,375.799988,3911.27625,1.17778,2465.1
23-8-2017,373.920013,4162.79249,1.17778,2465.54
24-8-2017,374.51001,4178.75625,1.17778,2465.84
25-8-2017,374.070007,4396.03125,1.17778,2467.42
28-8-2017,372.290009,4340.46,NaN,2467.7
29-8-2017,368.420013,4442.6575,1.17833,2468.11
30-8-2017,371.01001,4664.64375,1.17778,2469.91
31-8-2017,373.880005,4676.1425,1.17556,2470.3
1-9-2017,376.140015,4783.17,1.17722,2470.5
5-9-2017,373.709991,4160.535,1.17778,2471.65
6-9-2017,373.950012,4517.57,1.17611,2472.1
7-9-2017,374.950012,4543.1025,1.17611,2472.16
8-9-2017,375.51001,4628.6025,1.17722,2472.54
11-9-2017,379.429993,4307.82625,1.17778,2473.45
12-9-2017,381.420013,4295.76124,1.17778,2473.83
13-9-2017,381.339996,3944.58375,1.17722,2474.02
14-9-2017,381.790009,3817.0575,1.17889,2474.92
15-9-2017,380.709991,3358.10875,1.17889,2475.42
18-9-2017,381.950012,3764.6175,1.17889,2475.56
19-9-2017,382.119995,3976.3875,1.17889,2476.35
20-9-2017,381.980011,3863.18625,1.17889,2476.55
21-9-2017,382.880005,3827.685,1.17889,2476.83
22-9-2017,383.22000099999997,3690.99125,1.17889,2477.13
25-9-2017,383.899994,3753.435,1.17833,2477.57
26-9-2017,384.02999900000003,3920.99125,1.17833,2477.83
27-9-2017,385.619995,3939.515,1.18,2480.64
28-9-2017,386.359985,4220.28,1.18111,2480.91
29-9-2017,388.160004,4062.20375,1.18167,2485.74
2-10-2017,390.130005,4414.1775,1.18,2488.11
3-10-2017,390.72000099999997,4424.4725,1.18056,2488.65
4-10-2017,390.399994,4307.555,1.18222,2488.83
5-10-2017,391.02999900000003,4186.78374,1.18222,2495.62
6-10-2017,389.47000099999997,4325.23625,1.18222,2496.48
9-10-2017,390.209991,4624.34875,NaN,2496.66
10-10-2017,390.160004,4789.30125,1.18167,2496.84
11-10-2017,390.149994,4741.70875,1.18333,2498.37
12-10-2017,390.27999900000003,4858.60499,1.18444,2500.23
13-10-2017,391.420013,5728.5475,1.18444,2500.6
16-10-2017,391.410004,5607.01,1.18444,2502.22
17-10-2017,390.440002,5643.55375,1.18444,2503.87
18-10-2017,391.559998,5495.03875,1.18444,2506.65
19-10-2017,389.109985,5627.08625,1.185,2506.85
20-10-2017,390.130005,5686.52625,1.18444,2506.96
23-10-2017,390.73999,5969.795,1.18444,2507.04
24-10-2017,389.329987,5649.005,1.18444,2508.24
25-10-2017,387.130005,5550.85875,1.18444,2510.03
26-10-2017,391.269989,5776.87875,1.18444,2510.06
27-10-2017,393.429993,5923.70625,1.18444,2519.36
30-10-2017,393.910004,6151.325,1.185,2526.9
31-10-2017,395.22000099999997,6130.56375,1.18222,2529.12
1-11-2017,396.769989,6424.515,1.18222,2529.19
2-11-2017,394.940002,6879.365,1.18389,2531.94
3-11-2017,396.059998,7199.2375,1.18444,2534.58
6-11-2017,396.589996,7231.93,1.18389,2537.74
7-11-2017,394.649994,7123.89375,1.18389,2541.47
8-11-2017,394.450012,7356.50625,1.18333,2544.73
9-11-2017,390.070007,7342.82375,1.18333,2545.94
10-11-2017,388.690002,7250.77,1.18333,2546.16
13-11-2017,386.130005,5969.13,1.18278,2549.33
14-11-2017,383.859985,6666.27125,1.18278,2549.69
15-11-2017,381.959991,6867.42625,1.18278,2550.64
16-11-2017,384.929993,7259.3,1.18278,2550.93
17-11-2017,383.799988,7924.1825,1.18278,2552.07
20-11-2017,386.390015,7954.7675,1.18278,2553.17
21-11-2017,388.100006,7879.06,1.18278,2555.24
