Date,BTC
12-1-2017,772.66125
13-1-2017,784.89375
14-1-2017,820.68875
15-1-2017,821.19625
16-1-2017,830.74
17-1-2017,848.58125
18-1-2017,890.29375
19-1-2017,888.0625
20-1-2017,896.16375
21-1-2017,920.58875
22-1-2017,934.7775
23-1-2017,920.365
24-1-2017,912.2125
25-1-2017,898.55
26-1-2017,901.05
27-1-2017,912.84375
28-1-2017,919.795
29-1-2017,920.82875
30-1-2017,916.91125
31-1-2017,921.35125
1-2-2017,973.065
2-2-2017,982.8275
3-2-2017,1020.09
4-2-2017,1011.215
5-2-2017,1029.40124
6-2-2017,1019.3125
7-2-2017,1029.40875
8-2-2017,1067.70875
9-2-2017,1072.205
10-2-2017,974.95875
11-2-2017,997.2275
12-2-2017,1004.71375
13-2-2017,1004.85375
14-2-2017,994.58
15-2-2017,1003.59
16-2-2017,1018.41125
17-2-2017,1038.86625
18-2-2017,1058.315
19-2-2017,1052.84375
20-2-2017,1046.66249
21-2-2017,1079.5825
22-2-2017,1112.86375
23-2-2017,1122.515
24-2-2017,1193.501
25-2-2017,1182.429
26-2-2017,1139.848
27-2-2017,1189.366
28-2-2017,1189.94699
1-3-2017,1193.611
2-3-2017,1221.05
3-3-2017,1269.776
4-3-2017,1285.376
5-3-2017,1260.668
6-3-2017,1273.24699
7-3-2017,1280.30499
8-3-2017,1206.357
9-3-2017,1153.06
10-3-2017,1200.557
11-3-2017,1147.625
12-3-2017,1186.351
13-3-2017,1235.553
14-3-2017,1242.806
15-3-2017,1245.892
16-3-2017,1247.67099
17-3-2017,1126.08199
18-3-2017,1062.07
19-3-2017,1000.24599
20-3-2017,1036.226
21-3-2017,1065.481
22-3-2017,1091.333
23-3-2017,1036.099
24-3-2017,1013.844
25-3-2017,921.808
26-3-2017,962.508
27-3-2017,968.293
28-3-2017,1035.32199
29-3-2017,1011.969
30-3-2017,1041.374
31-3-2017,1048.86299
1-4-2017,1077.557
2-4-2017,1082.37
3-4-2017,1140.037
4-4-2017,1148.092
5-4-2017,1139.86
6-4-2017,1150.685
7-4-2017,1177.284
8-4-2017,1196.896
9-4-2017,1187.03299
10-4-2017,1213.801
11-4-2017,1206.74
12-4-2017,1226.896
13-4-2017,1216.269
14-4-2017,1187.136
15-4-2017,1186.10899
16-4-2017,1189.55
17-4-2017,1184.2
18-4-2017,1211.73799
19-4-2017,1218.666
20-4-2017,1227.981
21-4-2017,1261.702
22-4-2017,1255.25125
23-4-2017,1232.7575
24-4-2017,1243.43
25-4-2017,1251.5775
26-4-2017,1269.69625
27-4-2017,1289.7475
28-4-2017,1335.825
29-4-2017,1319.7
30-4-2017,1311.58874
1-5-2017,1370.79
2-5-2017,1416.61
3-5-2017,1448.88625
4-5-2017,1506.7725
5-5-2017,1543.31
6-5-2017,1536.1525
7-5-2017,1554.6025
8-5-2017,1564.065
9-5-2017,1644.72875
10-5-2017,1695.83125
11-5-2017,1748.35375
12-5-2017,1774.52
13-5-2017,1634.6075
14-5-2017,1774.805
15-5-2017,1747.04375
16-5-2017,1665.0325
17-5-2017,1744.44125
18-5-2017,1796.89625
19-5-2017,1913.13875
20-5-2017,1983.97875
21-5-2017,2074.69625
22-5-2017,2114.98875
23-5-2017,2196.66874
24-5-2017,2348.55249
25-5-2017,2581.85375
26-5-2017,2460.95375
27-5-2017,2232.2875
28-5-2017,2234.83374
29-5-2017,2195.785
30-5-2017,2315.73625
31-5-2017,2170.98124
1-6-2017,2402.125
2-6-2017,2477.1725
3-6-2017,2475.2975
4-6-2017,2526.31125
5-6-2017,2605.125
6-6-2017,2855.03
7-6-2017,2900.8525
8-6-2017,2737.9025
9-6-2017,2826.03875
10-6-2017,2846.00625
11-6-2017,2910.33625
12-6-2017,3007.0125
13-6-2017,2697.0775
14-6-2017,2780.1825
15-6-2017,2518.54875
16-6-2017,2438.61749
17-6-2017,2520.78375
18-6-2017,2680.1025
19-6-2017,2611.67999
20-6-2017,2667.5475
21-6-2017,2805.0975
22-6-2017,2702.00375
23-6-2017,2763.29125
24-6-2017,2740.5925
25-6-2017,2598.15875
26-6-2017,2630.59499
27-6-2017,2513.42999
28-6-2017,2556.1675
29-6-2017,2591.2675
30-6-2017,2547.3225
1-7-2017,2479.05499
2-7-2017,2424.69875
3-7-2017,2513.74125
4-7-2017,2640.06125
5-7-2017,2588.67875
6-7-2017,2634.17375
7-7-2017,2598.57
8-7-2017,2514.3625
9-7-2017,2586.0425
10-7-2017,2524.12624
11-7-2017,2352.265
12-7-2017,2292.91375
13-7-2017,2437.55375
14-7-2017,2337.67875
15-7-2017,2109.37375
16-7-2017,2045.5725
17-7-2017,1986.9425
18-7-2017,2189.23999
19-7-2017,2354.8925
20-7-2017,2349.355
21-7-2017,2740.56875
22-7-2017,2738.775
23-7-2017,2831.67875
24-7-2017,2772.3675
25-7-2017,2768.8025
26-7-2017,2540.20874
27-7-2017,2570.195
28-7-2017,2699.72125
29-7-2017,2719.69
30-7-2017,2714.70375
31-7-2017,2718.6175
1-8-2017,2867.65375
2-8-2017,2739.70875
3-8-2017,2740.07125
4-8-2017,2811.71
5-8-2017,3123.41125
6-8-2017,3254.71
7-8-2017,3274.6375
8-8-2017,3474.7625
9-8-2017,3416.185
10-8-2017,3364.41125
11-8-2017,3451.8525
12-8-2017,3705.43
13-8-2017,4104.015
14-8-2017,4036.7575
15-8-2017,4462.67625
16-8-2017,4118.9025
17-8-2017,4322.42125
18-8-2017,4311.685
19-8-2017,4180.23875
20-8-2017,4139.38125
21-8-2017,4110.94125
22-8-2017,3911.27625
23-8-2017,4162.79249
24-8-2017,4178.75625
25-8-2017,4396.03125
26-8-2017,4359.9025
27-8-2017,4381.39625
28-8-2017,4340.46
29-8-2017,4442.6575
30-8-2017,4664.64375
31-8-2017,4676.1425
1-9-2017,4783.17
2-9-2017,4864.285
3-9-2017,4672.56875
4-9-2017,4593.1825
5-9-2017,4160.535
6-9-2017,4517.57
7-9-2017,4543.1025
8-9-2017,4628.6025
9-9-2017,4280.975
10-9-2017,4194.21875
11-9-2017,4307.82625
12-9-2017,4295.76124
13-9-2017,3944.58375
14-9-2017,3817.0575
15-9-2017,3358.10875
16-9-2017,3772.68375
17-9-2017,3608.595
18-9-2017,3764.6175
19-9-2017,3976.3875
20-9-2017,3863.18625
21-9-2017,3827.685
22-9-2017,3690.99125
23-9-2017,3612.1625
24-9-2017,3772.8475
25-9-2017,3753.435
26-9-2017,3920.99125
27-9-2017,3939.515
28-9-2017,4220.28
29-9-2017,4062.20375
30-9-2017,4207.825
1-10-2017,4300.55125
2-10-2017,4414.1775
3-10-2017,4424.4725
4-10-2017,4307.555
5-10-2017,4186.78374
6-10-2017,4325.23625
7-10-2017,4370.16875
8-10-2017,4446.17249
9-10-2017,4624.34875
10-10-2017,4789.30125
11-10-2017,4741.70875
12-10-2017,4858.60499
13-10-2017,5728.5475
14-10-2017,5666.97875
15-10-2017,5779.07375
16-10-2017,5607.01
17-10-2017,5643.55375
18-10-2017,5495.03875
19-10-2017,5627.08625
20-10-2017,5686.52625
21-10-2017,6098.115
22-10-2017,5949.07875
23-10-2017,5969.795
24-10-2017,5649.005
25-10-2017,5550.85875
26-10-2017,5776.87875
27-10-2017,5923.70625
28-10-2017,5737.1025
29-10-2017,5741.7225
30-10-2017,6151.325
31-10-2017,6130.56375
1-11-2017,6424.515
2-11-2017,6879.365
3-11-2017,7199.2375
4-11-2017,7210.46875
5-11-2017,7376.7425
6-11-2017,7231.93
7-11-2017,7123.89375
8-11-2017,7356.50625
9-11-2017,7342.82375
10-11-2017,7250.77
11-11-2017,6773.695
12-11-2017,6075.30125
13-11-2017,5969.13
14-11-2017,6666.27125
15-11-2017,6867.42625
16-11-2017,7259.3
17-11-2017,7924.1825
18-11-2017,7598.2775
19-11-2017,7787.45625
20-11-2017,7954.7675
21-11-2017,7879.06
22-11-2017,8150.6325
23-11-2017,8208.75375
24-11-2017,8094.445
25-11-2017,8190.87125
26-11-2017,8851.305
27-11-2017,9573.9675
28-11-2017,9713.09625
29-11-2017,10295.6225
30-11-2017,10542.6625
1-12-2017,9706.10375
2-12-2017,10923.20125
3-12-2017,10973.54375
4-12-2017,11382.20875
5-12-2017,11597.23125
6-12-2017,12230.365
7-12-2017,13734.52
8-12-2017,16403.42125
9-12-2017,15732.1
10-12-2017,13152.52875
11-12-2017,16299.2975
12-12-2017,16374.8975
13-12-2017,16678.28749
14-12-2017,16246.13875
15-12-2017,17221.65125
16-12-2017,17436.5975
17-12-2017,19166.97874
18-12-2017,18640.2625
19-12-2017,18984.7675
20-12-2017,16862.57125
21-12-2017,16925.0175
22-12-2017,14182.46499
23-12-2017,14694.5825
24-12-2017,14103.21875
25-12-2017,13387.34875
26-12-2017,14652.3675
27-12-2017,15846.07375
28-12-2017,14362.40375
29-12-2017,14867.5725
30-12-2017,13643.695
31-12-2017,13062.145
1-1-2018,13439.4175
2-1-2018,13337.62125
3-1-2018,14881.545
4-1-2018,15104.45
5-1-2018,14953.8525
6-1-2018,16576.69625
7-1-2018,16735.10625
8-1-2018,15632.41125
9-1-2018,15242.93625
10-1-2018,14122.825
11-1-2018,13269.5975
12-1-2018,13633.36375
13-1-2018,14165.90625
14-1-2018,14217.3625
15-1-2018,13519.92625
16-1-2018,12915.11625
17-1-2018,10870.16875
18-1-2018,11340.65
19-1-2018,11137.36875
20-1-2018,11742.94125
21-1-2018,12486.06625
22-1-2018,11508.62
23-1-2018,10872.9025
24-1-2018,10830.9275
25-1-2018,11629.375
26-1-2018,11524.345
27-1-2018,11005.615
28-1-2018,11452.23
29-1-2018,11412.79375
30-1-2018,10917.15125
31-1-2018,9914.4725
1-2-2018,9970.30875
2-2-2018,8715.59499
3-2-2018,8285.50124
4-2-2018,9192.045
5-2-2018,8136.39
6-2-2018,6332.37
7-2-2018,7270.5075
8-2-2018,7987.28125
9-2-2018,8086.7725
10-2-2018,8930.13875
11-2-2018,8045.44
12-2-2018,8478.92499
13-2-2018,8766.8525
14-2-2018,8693.2525
15-2-2018,9659.2875
16-2-2018,10110.83875
17-2-2018,10474.77125
18-2-2018,10855.9375
19-2-2018,10537.00625
20-2-2018,11416.03875
21-2-2018,10928.02
22-2-2018,10727.9525
23-2-2018,9809.72125
24-2-2018,10412.36875
25-2-2018,9585.285
26-2-2018,9627.71625
27-2-2018,10272.9025
28-2-2018,10903.01875
1-3-2018,10352.04625
2-3-2018,11100.2925
3-3-2018,11305.1225
4-3-2018,11171.8175
5-3-2018,11558.475
6-3-2018,11246.7475
7-3-2018,10735.88625
8-3-2018,9552.75875
9-3-2018,8980.19249
10-3-2018,9251.2925
11-3-2018,8680.6075
12-3-2018,9433.47374
13-3-2018,9047.5125
14-3-2018,9260.70875
15-3-2018,7895.98875
16-3-2018,8039.6025
17-3-2018,8206.555
18-3-2018,7667.99
19-3-2018,8189.49125
20-3-2018,8597.3375
21-3-2018,9028.2975
22-3-2018,9023.7175
23-3-2018,8411.6525
24-3-2018,8881.98625
25-3-2018,8548.8125
26-3-2018,8429.33124
27-3-2018,7854.6375
28-3-2018,7863.255
29-3-2018,7866.36
30-3-2018,6861.325
31-3-2018,6970.36375
1-4-2018,6926.875
2-4-2018,6986.835
3-4-2018,7182.12
4-4-2018,7295.89
5-4-2018,6769.48375
6-4-2018,6766.5925
7-4-2018,6854.92125
8-4-2018,6964.4325
9-4-2018,7125.53875
10-4-2018,6789.2675
11-4-2018,6824.49375
12-4-2018,6941.63875
13-4-2018,7823.55875
14-4-2018,8040.88125
15-4-2018,8083.57375
16-4-2018,8160.4125
17-4-2018,8030.57
18-4-2018,7937.61
19-4-2018,8188.71875
20-4-2018,8333.81374
21-4-2018,8866.67
22-4-2018,8830.05875
23-4-2018,8868.16124
24-4-2018,9191.82
25-4-2018,9373.3025
26-4-2018,8807.515
27-4-2018,9153.64125
28-4-2018,9144.38375
29-4-2018,9444.1425
30-4-2018,9268.7175
1-5-2018,8949.87624
2-5-2018,9029.47875
3-5-2018,9228.8525
4-5-2018,9572.69875
5-5-2018,9817.5975
6-5-2018,9845.54375
7-5-2018,9326.76125
8-5-2018,9424.99124
9-5-2018,9039.02875
10-5-2018,9327.04999
11-5-2018,8920.25625
12-5-2018,8408.35875
13-5-2018,8442.23875
14-5-2018,8398.86249
15-5-2018,8711.38875
16-5-2018,8159.25625
17-5-2018,8360.22875
18-5-2018,7996.82125
19-5-2018,8237.3425
20-5-2018,8250.395
21-5-2018,8493.13125
22-5-2018,8324.025
23-5-2018,7951.51375
24-5-2018,7614.96375
25-5-2018,7599.9525
26-5-2018,7436.835
27-5-2018,7296.79625
28-5-2018,7383.2175
29-5-2018,7118.42375
30-5-2018,7491.61125
31-5-2018,7363.27625
1-6-2018,7490.62125
2-6-2018,7518.333329
3-6-2018,7630.403388
4-6-2018,7716.145068
5-6-2018,7505.589277
6-6-2018,7624.187971
7-6-2018,7658.57
8-6-2018,7684.93
9-6-2018,7618.11
10-6-2018,7495.1
11-6-2018,6770.31
12-6-2018,6780.340803
13-6-2018,6525.329182
14-6-2018,6321.655965
15-6-2018,6601.324158
16-6-2018,6397.44117
17-6-2018,6529.544015
18-6-2018,6482.868697
19-6-2018,6711.64967
20-6-2018,6731.710147
21-6-2018,6736.867721
22-6-2018,6729.925937
23-6-2018,6099.445277
24-6-2018,6198.700824
25-6-2018,6142.39257
26-6-2018,6244.328455
27-6-2018,6148.422705
28-6-2018,6140.1915
29-6-2018,5954.526582
30-6-2018,6189.309252
1-7-2018,6343.8922
2-7-2018,6373.277854
3-7-2018,6629.749595
4-7-2018,6482.830594
5-7-2018,6589.632793
6-7-2018,6538.682432
7-7-2018,6596.53
8-7-2018,6570.427592
9-7-2018,6744.988679
10-7-2018,6694.530851
11-7-2018,6364.38759
12-7-2018,6360.446668
13-7-2018,6144.810118
14-7-2018,6215.59
15-7-2018,6254.678129
16-7-2018,6366.349904
17-7-2018,6671.625919
18-7-2018,7315.55104
19-7-2018,7359.737018
20-7-2018,7484.63967
21-7-2018,7357.445677
22-7-2018,7424.734238
23-7-2018,7411.200525
24-7-2018,7730.24748
25-7-2018,8325.801534
26-7-2018,8271.59792
27-7-2018,7925.247396
28-7-2018,8254.277348
29-7-2018,8184.695535
30-7-2018,8201.89009
31-7-2018,8166.38836
1-8-2018,7700.834129
2-8-2018,7588.58618
3-8-2018,7547.314951
4-8-2018,7423.074378
5-8-2018,7396.041122
6-8-2018,7411.515299
7-8-2018,7402.336634
8-8-2018,6748.441484
9-8-2018,6460.153155
10-8-2018,6482.973449
11-8-2018,6092.533104
12-8-2018,6391.599258
13-8-2018,6338.738957
14-8-2018,6260.192995
15-8-2018,6123.447601
16-8-2018,6332.6069
17-8-2018,6273.88807
18-8-2018,6566.595283
19-8-2018,6396.946369
20-8-2018,6516.668382
21-8-2018,6299.395333
22-8-2018,6470.733567
23-8-2018,6355.881809
24-8-2018,6503.832362
25-8-2018,6675.360683
26-8-2018,6725.032327
27-8-2018,6689.822683
28-8-2018,6756.628926
29-8-2018,7084.293617
30-8-2018,7059.231235
31-8-2018,6938.914582
1-9-2018,7028.447312
2-9-2018,7198.058436
3-9-2018,7282.858514
4-9-2018,7260.251593
5-9-2018,7361.271864
6-9-2018,6913.115013
7-9-2018,6471.493884
8-9-2018,6400.268706
9-9-2018,6181.744207
10-9-2018,6253.937201
11-9-2018,6275.083132
12-9-2018,6275.669588
13-9-2018,6277.494409
14-9-2018,6283.1842
15-9-2018,6285.982466
16-9-2018,6280.310107
17-9-2018,6281.409356
18-9-2018,6273.220083
19-9-2018,6278.595486
20-9-2018,6282.610727
21-9-2018,6288.07017
22-9-2018,6317.699685
23-9-2018,6293.836421
24-9-2018,6289.621327
25-9-2018,6466.994564
26-9-2018,6391.385981
27-9-2018,6509.776621
28-9-2018,6698.416047
29-9-2018,6502.688151
30-9-2018,6576.61432
1-10-2018,6647.387947
2-10-2018,6603.754342
3-10-2018,6576.354229
4-10-2018,6481.24577
5-10-2018,6594.935786
6-10-2018,6630.575297
7-10-2018,6595.260326
8-10-2018,6591.686318
9-10-2018,6662.8685
10-10-2018,6663.021071
11-10-2018,6619.495845
12-10-2018,6285.859203
13-10-2018,6309.198921
14-10-2018,6331.131154
15-10-2018,6361.417016
16-10-2018,6721.587503
17-10-2018,6724.833078
18-10-2018,6444.74701
19-10-2018,6374.648863
20-10-2018,6372.686817
21-10-2018,6407.479085
22-10-2018,6412.530491
23-10-2018,6396.880154
24-10-2018,6396.252324
25-10-2018,6407.667175
26-10-2018,6405.500726
27-10-2018,6392.179337
28-10-2018,6429.687141
29-10-2018,6266.189683
31-10-2018,6276.4645
1-11-2018,6341.094813
2-11-2018,6360.141272
3-11-2018,6344.738943
4-11-2018,6405.139755
5-11-2018,6396.352124
6-11-2018,6425.917802
8-11-2018,6412.524289
9-11-2018,6343.632504
11-11-2018,6327.480646
13-11-2018,6282.438677
14-11-2018,5524.801093
15-11-2018,5511.152834
17-11-2018,5497.411279
19-11-2018,5553.014895
20-11-2018,4246.312774
21-11-2018,4478.299558
23-11-2018,4329.91722
24-11-2018,3728.872648
25-11-2018,3951.205029
26-11-2018,3640.557165
28-11-2018,4174.319972
30-11-2018,3952.447895
1-12-2018,4178.603828
2-12-2018,4118.518242
3-12-2018,3847.032737
4-12-2018,3889.29212
5-12-2018,3713.573383
6-12-2018,3578.206624
7-12-2018,3391.874146
9-12-2018,3507.306367
11-12-2018,3360.946628
12-12-2018,3414.833749
13-12-2018,3263.547913
14-12-2018,3212.207081
16-12-2018,3200.642468
17-12-2018,3478.461203
18-12-2018,3562.894946
19-12-2018,3709.316759
20-12-2018,4065.799953
21-12-2018,3824.739794
23-12-2018,3949.794342
24-12-2018,4054.29626
25-12-2018,3767.350024
26-12-2018,3807.153022
27-12-2018,3587.198223
28-12-2018,3865.5293
30-12-2018,3725.48
31-12-2018,3689.56462
2-1-2019,3715.564441
3-1-2019,3882.304754
4-1-2019,3795.592741
5-1-2019,3812.381108
6-1-2019,3809.914343
7-1-2019,4014.133187
8-1-2019,3989.631741
9-1-2019,3992.986144
10-1-2019,3995.325193
11-1-2019,3617.346291
12-1-2019,3606.16489
13-1-2019,3611.528238
14-1-2019,3497.669392
15-1-2019,3654.347067
16-1-2019,3568.751259
17-1-2019,3593.72174
18-1-2019,3623.717337
19-1-2019,3605.855187
20-1-2019,3690.908564
21-1-2019,3544.221724
22-1-2019,3528.463529
23-1-2019,3581.551947
24-1-2019,3549.770799
25-1-2019,3562.920476
26-1-2019,3566.666164
27-1-2019,3563.27801
28-1-2019,3539.620947
29-1-2019,3425.262161
30-1-2019,3395.018645
31-1-2019,3441.032215
1-2-2019,3420.633227
2-2-2019,3439.805699
3-2-2019,3433.035285
4-2-2019,3404.499313
5-2-2019,3412.230431
6-2-2019,3419.767899
7-2-2019,3367.519032
8-2-2019,3360.534076
9-2-2019,3591.022152
10-2-2019,3617.46468
11-2-2019,3621.154003
12-2-2019,3593.183177
13-2-2019,3579.341881
14-2-2019,3569.554833
15-2-2019,3558.396858
16-2-2019,3566.247765
17-2-2019,3596.405191
18-2-2019,3606.151988
19-2-2019,3865.318165
20-2-2019,3904.48292
21-2-2019,3924.739844
22-2-2019,3889.758485
23-2-2019,3933.60759
24-2-2019,4105.112759
25-2-2019,3763.620516
26-2-2019,3819.865341
27-2-2019,3797.58179
28-2-2019,3772.936335
1-3-2019,3799.678543
2-3-2019,3811.611979
3-3-2019,3804.41917
4-3-2019,3782.664101
5-3-2019,3689.862893
6-3-2019,3832.080885
7-3-2019,3848.95637
8-3-2019,3859.839983
9-3-2019,3828.371904
10-3-2019,3898.86846
11-3-2019,3899.655869
12-3-2019,3851.24919
13-3-2019,3866.295946
14-3-2019,3846.274442
15-3-2019,3855.744363
16-3-2019,3892.052301
17-3-2019,3985.851236
18-3-2019,3970.389045
19-3-2019,3974.415764
20-3-2019,3996.037131
21-3-2019,4027.787395
22-3-2019,3974.811429
23-3-2019,3987.305225
24-3-2019,3977.707443
25-3-2019,3968.438701
26-3-2019,3913.781717
27-3-2019,3915.37532
28-3-2019,4018.59051
29-3-2019,4008.370872
30-3-2019,4080.260114
31-3-2019,4081.221605
1-4-2019,4094.704791
2-4-2019,4135.18494
3-4-2019,4818.770635
4-4-2019,5102.150753
5-4-2019,4875.599431
6-4-2019,5030.933271
7-4-2019,5028.321082
8-4-2019,5198.17317
9-4-2019,5260.205043
10-4-2019,5179.997649
11-4-2019,5283.543758
12-4-2019,5049.605824
13-4-2019,5077.515864
14-4-2019,5066.86704
15-4-2019,5158.387401
16-4-2019,5045.675166
17-4-2019,5184.204468
18-4-2019,5220.959934
19-4-2019,5276.558982
20-4-2019,5266.661246
21-4-2019,5292.14833
22-4-2019,5276.558318
23-4-2019,5398.433417
24-4-2019,5552.521911
25-4-2019,5432.991017
26-4-2019,5132.227526
27-4-2019,5151.574528
28-4-2019,5200.193239
29-4-2019,5152.54574
30-4-2019,5151.4335
1-5-2019,5277.444469
2-5-2019,5297.942492
3-5-2019,5405.878067
4-5-2019,5697.679054
5-5-2019,5812.331779
6-5-2019,5713.035052
7-5-2019,5706.008421
8-5-2019,5899.529693
9-5-2019,5932.441391
10-5-2019,6159.685902
11-5-2019,6387.82945
12-5-2019,7254.805536
13-5-2019,6992.706661
14-5-2019,7906.940835
15-5-2019,7928.417416
16-5-2019,8177.453519
17-5-2019,7820.076243
18-5-2019,7243.650539
19-5-2019,7295.649729
20-5-2019,8221.259395
21-5-2019,7917.012499
22-5-2019,7961.128743
23-5-2019,7723.90388
24-5-2019,7903.84691
25-5-2019,8038.506791
26-5-2019,8089.570163
27-5-2019,8653.142368
28-5-2019,8800.346606
29-5-2019,8719.331485
30-5-2019,8672.400107
31-5-2019,8287.040256
1-6-2019,8513.203882
2-6-2019,8588.479505
3-6-2019,8744.265561
4-6-2019,8474.048229
5-6-2019,7645.572514
6-6-2019,7790.321135
7-6-2019,7730.881726
8-6-2019,8030.256079
9-6-2019,7949.425799
10-6-2019,7600.922492
11-6-2019,7954.006238
12-6-2019,7903.62525
13-6-2019,8151.78868
14-6-2019,8256.720099
15-6-2019,8667.787954
16-6-2019,8836.168413
17-6-2019,9061.540461
18-6-2019,9346.975087
19-6-2019,9012.48785
20-6-2019,9259.123638
21-6-2019,9559.900689
22-6-2019,9906.407965
23-6-2019,10461.41217
24-6-2019,10843.57097
25-6-2019,10996.45975
26-6-2019,11665.40968
27-6-2019,12444.92586
28-6-2019,11086.26883
29-6-2019,12316.95301
30-6-2019,12024.08097
1-7-2019,10932.31051
2-7-2019,10454.68382
3-7-2019,10800.13014
4-7-2019,11942.24022
5-7-2019,11645.52461
6-7-2019,10946.20905
7-7-2019,11219.046
8-7-2019,11422.11447
9-7-2019,12335.99939
10-7-2019,12575.90407
11-7-2019,12054.18379
12-7-2019,11324.1447
13-7-2019,11802.95996
14-7-2019,11279.60274
15-7-2019,10506.39583
16-7-2019,10934.48274
17-7-2019,9490.410516
18-7-2019,9733.132134
19-7-2019,10603.34887
20-7-2019,10466.26094
21-7-2019,10983.216
22-7-2019,10551.13163
23-7-2019,10285.63923
24-7-2019,10027.53261
25-7-2019,9771.504761
26-7-2019,9897.429352
27-7-2019,9812.226351
28-7-2019,9440.140037
29-7-2019,9495.855261
30-7-2019,9506.704273
31-7-2019,9572.735372
1-8-2019,10005.29447
2-8-2019,10385.20061
3-8-2019,10513.91147
4-8-2019,10831.25986
5-8-2019,10985.80754
6-8-2019,11811.78705
7-8-2019,11310.18722
8-8-2019,11956.04722
9-8-2019,11817.45548
10-8-2019,11827.57457
11-8-2019,11278.28125
12-8-2019,11485.36578
13-8-2019,11391.96865
14-8-2019,10869.37911
15-8-2019,10211.49858
16-8-2019,10386.53955
17-8-2019,10388.45059
18-8-2019,10212.10144
19-8-2019,10335.37284
20-8-2019,10774.81031
21-8-2019,10818.50701
22-8-2019,10064.91679
23-8-2019,10161.16475
24-8-2019,10364.28135
25-8-2019,10171.49746
26-8-2019,10068.92242
27-8-2019,10312.21504
28-8-2019,10122.19653
29-8-2019,9743.162051
30-8-2019,9487.976434
31-8-2019,9590.736337
1-9-2019,9624.983911
2-9-2019,9780.667897
3-9-2019,10381.85596
4-9-2019,10691.3113
5-9-2019,10555.0469
6-9-2019,10576.31789
7-9-2019,10334.02389
8-9-2019,10495.22736
9-9-2019,10402.79653
10-9-2019,10332.94219
11-9-2019,10082.94683
12-9-2019,10152.75298
13-9-2019,10396.7672
14-9-2019,10299.47696
15-9-2019,10351.23202
16-9-2019,10302.19071
17-9-2019,10301.65965
18-9-2019,10231.42151
19-9-2019,10168.28771
20-9-2019,10223.50558
21-9-2019,10138.33521
22-9-2019,9984.520516
23-9-2019,10031.86671
24-9-2019,9719.718696
25-9-2019,8688.973526
26-9-2019,8438.708552
27-9-2019,8103.2109
28-9-2019,8195.210697
29-9-2019,8146.414032
30-9-2019,8085.71329
1-10-2019,8241.34147
2-10-2019,8333.68919
3-10-2019,8273.464018
4-10-2019,8203.843833
5-10-2019,8163.902638
6-10-2019,8137.146689
7-10-2019,7853.693305
8-10-2019,8236.208379
9-10-2019,8201.637818
10-10-2019,8572.380812
11-10-2019,8582.144518
12-10-2019,8320.171581
13-10-2019,8328.60426
14-10-2019,8282.177326
15-10-2019,8337.818999
16-10-2019,8162.44
17-10-2019,8003.820395
18-10-2019,8058.058081
19-10-2019,7970.239476
20-10-2019,7943.347107
21-10-2019,8200.318763
22-10-2019,8200.246099
23-10-2019,8073.409544
24-10-2019,7420.415836
25-10-2019,7460.617416
26-10-2019,8591.223897
27-10-2019,9171.306532
28-10-2019,9578.367556
29-10-2019,9458.22336
30-10-2019,9455.724693
31-10-2019,9225.995479
1-11-2019,9131.41063
2-11-2019,9197.632345
3-11-2019,9290.896602
4-11-2019,9202.415451
5-11-2019,9369.628081
6-11-2019,9326.599624
7-11-2019,9335.752402
8-11-2019,9226.485821
9-11-2019,8794.358645
10-11-2019,8798.042055
11-11-2019,9081.186878
12-11-2019,8711.534339
13-11-2019,8760.892718
14-11-2019,8749.520591
15-11-2019,8656.970922
16-11-2019,8500.643558
17-11-2019,8469.260899
18-11-2019,8537.339652
19-11-2019,8205.806366
20-11-2019,8118.488536
21-11-2019,8074.843174
22-11-2019,7612.740574
23-11-2019,7262.110535
24-11-2019,7303.405759
25-11-2019,7041.732936
26-11-2019,7211.861809
27-11-2019,7141.069449
28-11-2019,7523.480673
29-11-2019,7390.207469
30-11-2019,7729.265939
1-12-2019,7542.235609
2-12-2019,7381.963008
3-12-2019,7333.43293
4-12-2019,7315.367765
5-12-2019,7213.733762
6-12-2019,7398.78705
7-12-2019,7511.880583
8-12-2019,7532.123513
9-12-2019,7550.2392
10-12-2019,7333.096043
11-12-2019,7239.762575
12-12-2019,7198.066677
13-12-2019,7190.272369
14-12-2019,7238.874323
15-12-2019,7087.024985
16-12-2019,7112.731476
17-12-2019,6883.496394
18-12-2019,6584.028843
19-12-2019,7424.0154
20-12-2019,7147.568324
21-12-2019,7139.933371
22-12-2019,7286.335081
23-12-2019,7236.986205
24-12-2019,7166.172379
25-12-2019,7235.62665
26-12-2019,7212.809395
27-12-2019,7183.706536
28-12-2019,7227.293712
29-12-2019,7311.560644
30-12-2019,7385.464848
31-12-2019,7251.276794
1-1-2020,7179.957819
2-1-2020,7174.744012
3-1-2020,6955.48758
4-1-2020,7291.219505
5-1-2020,7337.63667
6-1-2020,7347.433264
7-1-2020,7713.860754
8-1-2020,8039.603701
9-1-2020,8067.606369
10-1-2020,7808.701364
11-1-2020,8087.452885
12-1-2020,8078.993532
13-1-2020,8149.313717
14-1-2020,8116.961008
15-1-2020,8735.142439
16-1-2020,8843.675732
17-1-2020,8711.637578
18-1-2020,8925.299028
19-1-2020,8939.8643
20-1-2020,8638.18144
21-1-2020,8652.683763
