Date,LIBOR
10-5-2018,1.705
11-5-2018,1.70625
14-5-2018,1.705
15-5-2018,1.705
16-5-2018,1.70538
17-5-2018,1.706
18-5-2018,1.70725
21-5-2018,1.706
22-5-2018,1.7085
23-5-2018,1.70788
24-5-2018,1.7085
25-5-2018,1.70725
28-5-2018,.
29-5-2018,1.7085
30-5-2018,1.71163
31-5-2018,1.71163
1-6-2018,1.712
4-6-2018,1.712
5-6-2018,1.712
6-6-2018,1.7135
7-6-2018,1.71438
8-6-2018,1.715
11-6-2018,1.71463
12-6-2018,1.71325
13-6-2018,1.71263
14-6-2018,1.93563
15-6-2018,1.92563
18-6-2018,1.9255
19-6-2018,1.92888
20-6-2018,1.93038
21-6-2018,1.92788
22-6-2018,1.928
25-6-2018,1.93163
26-6-2018,1.935
27-6-2018,1.93375
28-6-2018,1.93325
29-6-2018,1.93538
2-7-2018,1.92975
3-7-2018,1.92813
4-7-2018,.
5-7-2018,1.92813
6-7-2018,1.92563
9-7-2018,1.92588
10-7-2018,1.91925
11-7-2018,1.91825
12-7-2018,1.91763
13-7-2018,1.91763
16-7-2018,1.91263
17-7-2018,1.91825
18-7-2018,1.91325
19-7-2018,1.91225
20-7-2018,1.9135
23-7-2018,1.91838
24-7-2018,1.91413
25-7-2018,1.91488
26-7-2018,1.91725
27-7-2018,1.91163
30-7-2018,1.916
31-7-2018,1.91538
1-8-2018,1.91563
2-8-2018,1.92025
3-8-2018,1.915
6-8-2018,1.92
7-8-2018,1.91338
8-8-2018,1.91625
9-8-2018,1.91625
10-8-2018,1.9125
13-8-2018,1.9125
14-8-2018,1.91325
15-8-2018,1.91375
16-8-2018,1.92
17-8-2018,1.91688
20-8-2018,1.9175
21-8-2018,1.91963
22-8-2018,1.91775
23-8-2018,1.91813
24-8-2018,1.91888
27-8-2018,.
28-8-2018,1.91488
29-8-2018,1.91538
30-8-2018,1.92
31-8-2018,1.91488
3-9-2018,.
4-9-2018,1.91363
5-9-2018,1.91875
6-9-2018,1.91838
7-9-2018,1.91875
10-9-2018,1.91913
11-9-2018,1.91513
12-9-2018,1.919
13-9-2018,1.91988
14-9-2018,1.91513
17-9-2018,1.91463
18-9-2018,1.91888
19-9-2018,1.91863
20-9-2018,1.91738
21-9-2018,1.92088
24-9-2018,1.918
25-9-2018,1.91625
26-9-2018,1.92525
27-9-2018,2.17388
28-9-2018,2.17138
1-10-2018,2.17075
2-10-2018,2.17725
3-10-2018,2.16813
4-10-2018,2.16525
5-10-2018,2.17175
8-10-2018,.
9-10-2018,2.1655
10-10-2018,2.172
11-10-2018,2.17225
12-10-2018,2.16938
15-10-2018,2.17725
16-10-2018,2.17638
17-10-2018,2.176
18-10-2018,2.17025
19-10-2018,2.17113
22-10-2018,2.17063
23-10-2018,2.17388
24-10-2018,2.17513
25-10-2018,2.17425
26-10-2018,2.17675
29-10-2018,2.17888
30-10-2018,2.18
31-10-2018,2.173
1-11-2018,2.17538
2-11-2018,2.17463
5-11-2018,2.17525
6-11-2018,2.17663
7-11-2018,2.17725
8-11-2018,2.17988
9-11-2018,2.175
12-11-2018,.
13-11-2018,2.17788
14-11-2018,2.17575
15-11-2018,2.17938
16-11-2018,2.17538
19-11-2018,2.18075
20-11-2018,2.17288
21-11-2018,2.1805
22-11-2018,.
23-11-2018,2.177
26-11-2018,2.183
27-11-2018,2.1785
28-11-2018,2.1825
29-11-2018,2.18275
30-11-2018,2.1775
3-12-2018,2.18188
4-12-2018,2.17613
5-12-2018,2.17188
6-12-2018,2.18238
7-12-2018,2.18088
10-12-2018,2.182
11-12-2018,2.18213
12-12-2018,2.18475
13-12-2018,2.18438
14-12-2018,2.18475
17-12-2018,2.18125
18-12-2018,2.18025
19-12-2018,2.18175
20-12-2018,2.38788
21-12-2018,2.39163
24-12-2018,2.38988
25-12-2018,.
26-12-2018,.
27-12-2018,2.391
28-12-2018,2.39238
31-12-2018,2.37825
1-1-2019,.
2-1-2019,2.38675
3-1-2019,2.39188
4-1-2019,2.394
7-1-2019,2.39275
8-1-2019,2.39125
9-1-2019,2.39075
10-1-2019,2.39413
11-1-2019,2.38938
14-1-2019,2.39013
15-1-2019,2.38675
16-1-2019,2.38488
17-1-2019,2.38463
18-1-2019,2.38388
21-1-2019,.
22-1-2019,2.37563
23-1-2019,2.38413
24-1-2019,2.3845
25-1-2019,2.38475
28-1-2019,2.38488
29-1-2019,2.38438
30-1-2019,2.38388
31-1-2019,2.3835
1-2-2019,2.374
4-2-2019,2.38413
5-2-2019,2.38238
6-2-2019,2.38325
7-2-2019,2.38313
8-2-2019,2.38575
11-2-2019,2.38625
12-2-2019,2.3835
13-2-2019,2.38438
14-2-2019,2.38275
15-2-2019,2.387
18-2-2019,.
19-2-2019,2.378
20-2-2019,2.38463
21-2-2019,2.3825
22-2-2019,2.38788
25-2-2019,2.38863
26-2-2019,2.38863
27-2-2019,2.38825
28-2-2019,2.38275
1-3-2019,2.38488
4-3-2019,2.38238
5-3-2019,2.39063
6-3-2019,2.39063
7-3-2019,2.38975
8-3-2019,2.38688
11-3-2019,2.39025
12-3-2019,2.39038
13-3-2019,2.39013
14-3-2019,2.39038
15-3-2019,2.39038
18-3-2019,2.38963
19-3-2019,2.39013
20-3-2019,2.38625
21-3-2019,2.38725
22-3-2019,2.389
25-3-2019,2.38938
26-3-2019,2.39388
27-3-2019,2.39213
28-3-2019,2.39275
29-3-2019,2.382
1-4-2019,2.38813
2-4-2019,2.38025
3-4-2019,2.38613
4-4-2019,2.39413
5-4-2019,2.39375
8-4-2019,2.39175
9-4-2019,2.393
10-4-2019,2.3885
11-4-2019,2.3885
12-4-2019,2.39225
15-4-2019,2.39263
16-4-2019,2.38913
17-4-2019,2.38563
18-4-2019,2.39113
19-4-2019,.
22-4-2019,.
23-4-2019,2.40275
24-4-2019,2.39413
25-4-2019,2.39938
26-4-2019,2.4
29-4-2019,2.38975
30-4-2019,2.37913
1-5-2019,2.39188
2-5-2019,2.37313
3-5-2019,2.37788
6-5-2019,.
7-5-2019,2.36313
8-5-2019,2.36275
9-5-2019,2.35888
10-5-2019,2.35638
13-5-2019,2.34513
14-5-2019,2.34338
15-5-2019,2.34913
16-5-2019,2.35938
17-5-2019,2.35575
20-5-2019,2.35938
21-5-2019,2.35538
22-5-2019,2.3545
23-5-2019,2.35625
24-5-2019,2.3565
27-5-2019,.
28-5-2019,2.35388
29-5-2019,2.356
30-5-2019,2.35775
31-5-2019,2.3545
3-6-2019,2.36075
4-6-2019,2.36
5-6-2019,2.34538
6-6-2019,2.346
7-6-2019,2.35175
10-6-2019,2.345
11-6-2019,2.35088
12-6-2019,2.35038
13-6-2019,2.3505
14-6-2019,2.34663
17-6-2019,2.34438
18-6-2019,2.3495
19-6-2019,2.34088
20-6-2019,2.3415
21-6-2019,2.3475
24-6-2019,2.34925
25-6-2019,2.34475
26-6-2019,2.354
27-6-2019,2.35488
28-6-2019,2.37038
1-7-2019,2.35975
2-7-2019,2.35138
3-7-2019,2.35638
4-7-2019,.
5-7-2019,2.34825
8-7-2019,2.35688
9-7-2019,2.35013
10-7-2019,2.35475
11-7-2019,2.359
12-7-2019,2.35913
15-7-2019,2.35713
16-7-2019,2.35663
17-7-2019,2.36275
18-7-2019,2.36063
19-7-2019,2.362
22-7-2019,2.35963
23-7-2019,2.35375
24-7-2019,2.35225
25-7-2019,2.349
26-7-2019,2.35038
29-7-2019,2.34863
30-7-2019,2.347
31-7-2019,2.35163
1-8-2019,2.11225
2-8-2019,2.10425
5-8-2019,2.10513
6-8-2019,2.09713
7-8-2019,2.09938
8-8-2019,2.09525
9-8-2019,2.09538
12-8-2019,2.10275
13-8-2019,2.09825
14-8-2019,2.09213
15-8-2019,2.09588
16-8-2019,2.0985
19-8-2019,2.09538
20-8-2019,2.097
21-8-2019,2.093
22-8-2019,2.09363
23-8-2019,2.08838
26-8-2019,.
27-8-2019,2.09575
28-8-2019,2.08663
29-8-2019,2.095
30-8-2019,2.08963
2-9-2019,.
3-9-2019,2.09063
4-9-2019,2.09125
5-9-2019,2.09763
6-9-2019,2.09475
9-9-2019,2.09388
10-9-2019,2.0925
11-9-2019,2.0945
12-9-2019,2.08825
13-9-2019,2.09475
16-9-2019,2.11163
17-9-2019,2.15488
18-9-2019,2.18525
19-9-2019,1.96213
20-9-2019,1.8685
23-9-2019,1.8475
24-9-2019,1.842
25-9-2019,1.84075
26-9-2019,1.82988
27-9-2019,1.82713
30-9-2019,1.8215
1-10-2019,1.82613
2-10-2019,1.85125
3-10-2019,1.82238
4-10-2019,1.82075
7-10-2019,1.80825
8-10-2019,1.8055
9-10-2019,1.79
10-10-2019,1.79263
11-10-2019,1.79888
14-10-2019,.
15-10-2019,1.79513
16-10-2019,1.82575
17-10-2019,1.83813
18-10-2019,1.81513
21-10-2019,1.81113
22-10-2019,1.81288
23-10-2019,1.814
24-10-2019,1.80275
25-10-2019,1.806
28-10-2019,1.80163
29-10-2019,1.801
30-10-2019,1.80438
31-10-2019,1.59988
1-11-2019,1.59213
4-11-2019,1.55088
5-11-2019,1.54713
6-11-2019,1.5365
7-11-2019,1.54363
8-11-2019,1.53863
11-11-2019,.
12-11-2019,1.53925
13-11-2019,1.539
14-11-2019,1.527
15-11-2019,1.53675
18-11-2019,1.53538
19-11-2019,1.53688
20-11-2019,1.529
21-11-2019,1.54138
22-11-2019,1.53388
25-11-2019,1.53613
26-11-2019,1.538
27-11-2019,1.53963
28-11-2019,.
29-11-2019,1.5425
2-12-2019,1.54063
3-12-2019,1.5385
4-12-2019,1.5295
5-12-2019,1.52938
6-12-2019,1.52913
9-12-2019,1.53663
10-12-2019,1.529
11-12-2019,1.52538
12-12-2019,1.53375
13-12-2019,1.52988
16-12-2019,1.53063
17-12-2019,1.53563
18-12-2019,1.5335
19-12-2019,1.534
20-12-2019,1.53663
23-12-2019,1.5345
24-12-2019,1.53313
25-12-2019,.
26-12-2019,.
27-12-2019,1.53625
30-12-2019,1.53438
31-12-2019,1.54263
1-1-2020,.
2-1-2020,1.5405
3-1-2020,1.53675
6-1-2020,1.537
7-1-2020,1.52788
8-1-2020,1.5325
9-1-2020,1.527
10-1-2020,1.53313
13-1-2020,1.53513
14-1-2020,1.53125
15-1-2020,1.52838
16-1-2020,1.53563
17-1-2020,1.53113
20-1-2020,.
21-1-2020,1.53925
22-1-2020,1.53263
23-1-2020,1.53163
24-1-2020,1.53188
27-1-2020,1.53175
28-1-2020,1.533
29-1-2020,1.52963
30-1-2020,1.54388
31-1-2020,1.56875
3-2-2020,1.568
4-2-2020,1.5655
5-2-2020,1.57513
6-2-2020,1.572
7-2-2020,1.57738
10-2-2020,1.57463
11-2-2020,1.57125
12-2-2020,1.57413
13-2-2020,1.57338
14-2-2020,1.57613
17-2-2020,.
18-2-2020,1.56338
19-2-2020,1.57688
20-2-2020,1.56713
21-2-2020,1.57025
24-2-2020,1.5755
25-2-2020,1.569
26-2-2020,1.5715
27-2-2020,1.574
28-2-2020,1.56775
2-3-2020,1.57463
3-3-2020,1.57563
4-3-2020,1.08775
5-3-2020,1.08213
6-3-2020,1.07975
9-3-2020,1.08113
10-3-2020,1.082
11-3-2020,1.084
12-3-2020,1.08663
13-3-2020,1.08488
16-3-2020,0.23925
17-3-2020,0.25813
18-3-2020,0.37988
19-3-2020,0.29825
20-3-2020,0.21188
23-3-2020,0.2065
24-3-2020,0.17813
25-3-2020,0.20125
26-3-2020,0.14988
27-3-2020,0.13625
30-3-2020,0.12088
31-3-2020,0.119
1-4-2020,0.10875
2-4-2020,0.08588
3-4-2020,0.07663
6-4-2020,0.0745
7-4-2020,0.077
8-4-2020,0.07188
9-4-2020,0.06775
10-4-2020,.
13-4-2020,.
14-4-2020,0.07163
15-4-2020,0.06613
16-4-2020,0.067
17-4-2020,0.067
20-4-2020,0.06463
21-4-2020,0.06313
22-4-2020,0.0635
23-4-2020,0.05825
24-4-2020,0.05675
27-4-2020,0.056
28-4-2020,0.05075
29-4-2020,0.05488
30-4-2020,0.0605
1-5-2020,0.05838
4-5-2020,0.05725
5-5-2020,0.05775
6-5-2020,0.0625
7-5-2020,0.061
8-5-2020,.
11-5-2020,0.06163
12-5-2020,0.06063
13-5-2020,0.061
14-5-2020,0.0615
15-5-2020,0.062
18-5-2020,0.05975
19-5-2020,0.06038
20-5-2020,0.06238
21-5-2020,0.06113
22-5-2020,0.06075
25-5-2020,.
26-5-2020,0.06025
27-5-2020,0.06163
28-5-2020,0.063
29-5-2020,0.0615
1-6-2020,0.062
2-6-2020,0.065
3-6-2020,0.06188
4-6-2020,0.05975
5-6-2020,0.0625
8-6-2020,0.06075
9-6-2020,0.063
10-6-2020,0.06325
11-6-2020,0.0655
12-6-2020,0.06613
15-6-2020,0.06975
16-6-2020,0.07163
17-6-2020,0.0755
18-6-2020,0.07638
19-6-2020,0.07525
22-6-2020,0.06988
23-6-2020,0.07113
24-6-2020,0.07425
25-6-2020,0.07563
26-6-2020,0.07113
29-6-2020,0.08175
30-6-2020,0.08088
1-7-2020,0.07663
2-7-2020,0.08288
3-7-2020,0.08288
6-7-2020,0.08288
7-7-2020,0.083
8-7-2020,0.08288
9-7-2020,0.08175
10-7-2020,0.08138
13-7-2020,0.082
14-7-2020,0.0775
15-7-2020,0.08425
16-7-2020,0.08675
17-7-2020,0.08563
20-7-2020,0.0855
21-7-2020,0.08525
22-7-2020,0.08588
23-7-2020,0.08563
24-7-2020,0.08488
27-7-2020,0.08513
28-7-2020,0.08475
29-7-2020,0.08413
30-7-2020,0.085
31-7-2020,0.08725
3-8-2020,0.08425
4-8-2020,0.089
5-8-2020,0.08338
6-8-2020,0.08575
7-8-2020,0.08513
10-8-2020,0.086
11-8-2020,0.08525
12-8-2020,0.08538
13-8-2020,0.08488
14-8-2020,0.0855
17-8-2020,0.08475
18-8-2020,0.08363
19-8-2020,0.08463
20-8-2020,0.083
21-8-2020,0.08175
24-8-2020,0.08175
25-8-2020,0.08138
26-8-2020,0.08175
27-8-2020,0.082
28-8-2020,0.08088
31-8-2020,.
1-9-2020,0.08125
2-9-2020,0.0825
3-9-2020,0.08238
4-9-2020,0.08163
7-9-2020,.
8-9-2020,0.07938
9-9-2020,0.08213
10-9-2020,0.08413
11-9-2020,0.083
14-9-2020,0.08388
15-9-2020,0.08325
16-9-2020,0.0825
17-9-2020,0.08225
18-9-2020,0.08313
21-9-2020,0.0825
22-9-2020,0.08263
23-9-2020,0.08038
24-9-2020,0.08075
25-9-2020,0.08013
28-9-2020,0.08163
29-9-2020,0.08175
30-9-2020,0.078
1-10-2020,0.08175
2-10-2020,0.08125
5-10-2020,0.08138
6-10-2020,0.0815
7-10-2020,0.08175
8-10-2020,0.08263
9-10-2020,0.08175
12-10-2020,.
13-10-2020,0.08
14-10-2020,0.08088
15-10-2020,0.08125
16-10-2020,0.08113
19-10-2020,0.08088
20-10-2020,0.08038
21-10-2020,0.08063
22-10-2020,0.08413
23-10-2020,0.08138
26-10-2020,0.08063
27-10-2020,0.08163
28-10-2020,0.08025
29-10-2020,0.081
30-10-2020,0.08138
2-11-2020,0.08113
3-11-2020,0.082
4-11-2020,0.0815
5-11-2020,0.08138
6-11-2020,0.08263
9-11-2020,0.08113
10-11-2020,0.08488
11-11-2020,.
12-11-2020,0.0815
13-11-2020,0.08325
16-11-2020,0.08363
17-11-2020,0.08213
18-11-2020,0.08225
19-11-2020,0.08238
20-11-2020,0.08263
23-11-2020,0.082
24-11-2020,0.08013
25-11-2020,0.08
26-11-2020,.
27-11-2020,0.08025
30-11-2020,0.085
1-12-2020,0.0805
2-12-2020,0.0815
3-12-2020,0.08275
4-12-2020,0.08325
7-12-2020,0.08288
8-12-2020,0.0825
9-12-2020,0.08263
10-12-2020,0.08288
11-12-2020,0.08325
14-12-2020,0.0825
15-12-2020,0.082
16-12-2020,0.08125
17-12-2020,0.08538
18-12-2020,0.08438
21-12-2020,0.08463
22-12-2020,0.08513
23-12-2020,0.08563
24-12-2020,0.081
25-12-2020,.
28-12-2020,.
29-12-2020,0.08738
30-12-2020,0.08563
31-12-2020,0.07763
1-1-2021,.
4-1-2021,0.08463
