Date,FX
19-3-2018,1.228079
20-3-2018,1.233685
21-3-2018,1.22519
22-3-2018,1.234766
23-3-2018,1.232499
26-3-2018,1.235437
27-3-2018,1.245749
28-3-2018,1.240787
29-3-2018,1.231027
30-3-2018,1.230285
2-4-2018,1.231421
3-4-2018,1.229271
4-4-2018,1.227853
5-4-2018,1.228682
6-4-2018,1.22516
9-4-2018,1.227144
10-4-2018,1.23224
11-4-2018,1.236308
12-4-2018,1.237164
13-4-2018,1.23297
16-4-2018,1.233259
17-4-2018,1.238513
18-4-2018,1.237317
19-4-2018,1.237915
20-4-2018,1.234553
23-4-2018,1.22734
24-4-2018,1.220897
25-4-2018,1.22414
26-4-2018,1.217167
27-4-2018,1.210962
30-4-2018,1.212283
1-5-2018,1.208123
2-5-2018,1.199156
3-5-2018,1.1951
4-5-2018,1.198926
7-5-2018,1.1955
8-5-2018,1.193374
9-5-2018,1.186789
10-5-2018,1.184722
11-5-2018,1.191753
14-5-2018,1.195214
15-5-2018,1.193118
16-5-2018,1.182089
17-5-2018,1.181698
18-5-2018,1.179523
21-5-2018,1.176664
22-5-2018,1.179245
23-5-2018,1.178856
24-5-2018,1.171015
25-5-2018,1.172264
28-5-2018,1.168893
29-5-2018,1.162696
30-5-2018,1.153935
31-5-2018,1.166725
1-6-2018,1.169317
4-6-2018,1.166861
5-6-2018,1.170056
6-6-2018,1.172622
7-6-2018,1.17855
8-6-2018,1.179523
11-6-2018,1.178398
12-6-2018,1.177413
13-6-2018,1.174826
14-6-2018,1.180777
15-6-2018,1.156658
18-6-2018,1.159595
19-6-2018,1.163075
20-6-2018,1.158856
21-6-2018,1.157903
22-6-2018,1.160578
25-6-2018,1.16614
26-6-2018,1.170275
27-6-2018,1.165026
28-6-2018,1.156363
29-6-2018,1.156297
2-7-2018,1.167856
3-7-2018,1.164212
4-7-2018,1.165922
5-7-2018,1.166235
6-7-2018,1.169591
9-7-2018,1.175226
10-7-2018,1.175696
11-7-2018,1.172704
12-7-2018,1.167679
13-7-2018,1.166589
16-7-2018,1.16791
17-7-2018,1.170946
18-7-2018,1.165325
19-7-2018,1.164565
20-7-2018,1.165515
23-7-2018,1.174191
24-7-2018,1.169413
25-7-2018,1.168552
26-7-2018,1.17375
27-7-2018,1.164293
30-7-2018,1.166045
31-7-2018,1.170741
1-8-2018,1.168962
2-8-2018,1.166589
3-8-2018,1.158601
6-8-2018,1.15623
7-8-2018,1.155802
8-8-2018,1.160295
9-8-2018,1.161076
10-8-2018,1.152392
13-8-2018,1.139471
14-8-2018,1.140251
15-8-2018,1.134572
16-8-2018,1.13443
17-8-2018,1.137139
20-8-2018,1.143772
21-8-2018,1.149135
22-8-2018,1.157675
23-8-2018,1.15848
24-8-2018,1.154335
27-8-2018,1.16489
28-8-2018,1.168361
29-8-2018,1.169126
30-8-2018,1.170974
31-8-2018,1.166466
3-9-2018,1.160106
4-9-2018,1.161548
5-9-2018,1.158655
6-9-2018,1.163521
7-9-2018,1.162007
10-9-2018,1.156109
11-9-2018,1.159595
12-9-2018,1.159608
13-9-2018,1.162926
14-9-2018,1.16918
17-9-2018,1.162899
18-9-2018,1.166916
19-9-2018,1.167992
20-9-2018,1.167461
21-9-2018,1.177593
24-9-2018,1.175102
25-9-2018,1.175295
26-9-2018,1.176318
27-9-2018,1.174853
28-9-2018,1.163738
1-10-2018,1.160537
2-10-2018,1.157756
3-10-2018,1.155175
4-10-2018,1.147631
5-10-2018,1.151808
8-10-2018,1.15226
9-10-2018,1.149412
10-10-2018,1.150695
11-10-2018,1.153336
12-10-2018,1.159044
15-10-2018,1.155135
16-10-2018,1.158346
17-10-2018,1.157528
18-10-2018,1.150086
19-10-2018,1.146
22-10-2018,1.150947
23-10-2018,1.146789
24-10-2018,1.147315
25-10-2018,1.139926
26-10-2018,1.137786
29-10-2018,1.139874
30-10-2018,1.137618
31-10-2018,1.134636
1-11-2018,1.13167
2-11-2018,1.140329
5-11-2018,1.139757
6-11-2018,1.141292
7-11-2018,1.143851
8-11-2018,1.143406
9-11-2018,1.136842
12-11-2018,1.132503
13-11-2018,1.123343
14-11-2018,1.131119
15-11-2018,1.131183
16-11-2018,1.13249
19-11-2018,1.141396
20-11-2018,1.145502
21-11-2018,1.137242
22-11-2018,1.138835
23-11-2018,1.140316
26-11-2018,1.133735
27-11-2018,1.133337
28-11-2018,1.12988
29-11-2018,1.136855
30-11-2018,1.139277
3-12-2018,1.134224
4-12-2018,1.135486
5-12-2018,1.134288
6-12-2018,1.134906
7-12-2018,1.137475
10-12-2018,1.140095
11-12-2018,1.135654
12-12-2018,1.132311
13-12-2018,1.137346
14-12-2018,1.136364
17-12-2018,1.130595
18-12-2018,1.134984
19-12-2018,1.13754
20-12-2018,1.138952
21-12-2018,1.145685
24-12-2018,1.137281
25-12-2018,1.140394
26-12-2018,1.141553
27-12-2018,1.136131
28-12-2018,1.143105
31-12-2018,1.143995
1-1-2019,1.149306
2-1-2019,1.146171
3-1-2019,1.131811
4-1-2019,1.139108
7-1-2019,1.141044
8-1-2019,1.147974
9-1-2019,1.145607
10-1-2019,1.155495
11-1-2019,1.151013
14-1-2019,1.146014
15-1-2019,1.147289
16-1-2019,1.141683
17-1-2019,1.139809
18-1-2019,1.139264
21-1-2019,1.136557
22-1-2019,1.136932
23-1-2019,1.136402
24-1-2019,1.138822
25-1-2019,1.13135
28-1-2019,1.141305
29-1-2019,1.143001
30-1-2019,1.143537
31-1-2019,1.148765
1-2-2019,1.144951
4-2-2019,1.145528
5-2-2019,1.143628
6-2-2019,1.140993
7-2-2019,1.136596
8-2-2019,1.133877
11-2-2019,1.132426
12-2-2019,1.127904
13-2-2019,1.133466
14-2-2019,1.126494
15-2-2019,1.129535
18-2-2019,1.129803
19-2-2019,1.131196
20-2-2019,1.134301
21-2-2019,1.134636
22-2-2019,1.134301
25-2-2019,1.134224
26-2-2019,1.136751
27-2-2019,1.139315
28-2-2019,1.138019
1-3-2019,1.137346
4-3-2019,1.137592
5-3-2019,1.133735
6-3-2019,1.13071
7-3-2019,1.131401
8-3-2019,1.119833
11-3-2019,1.123242
12-3-2019,1.125923
13-3-2019,1.128745
14-3-2019,1.133106
15-3-2019,1.130838
18-3-2019,1.131977
19-3-2019,1.13362
20-3-2019,1.135486
21-3-2019,1.142792
22-3-2019,1.137501
25-3-2019,1.129586
26-3-2019,1.13158
27-3-2019,1.127485
28-3-2019,1.125176
29-3-2019,1.123002
1-4-2019,1.122385
2-4-2019,1.120574
3-4-2019,1.120385
4-4-2019,1.124695
5-4-2019,1.122586
8-4-2019,1.121957
9-4-2019,1.125644
10-4-2019,1.126697
11-4-2019,1.12765
12-4-2019,1.126075
15-4-2019,1.130506
16-4-2019,1.130493
17-4-2019,1.128503
18-4-2019,1.129714
19-4-2019,1.123595
22-4-2019,1.124455
23-4-2019,1.125898
24-4-2019,1.122435
25-4-2019,1.115349
26-4-2019,1.113685
29-4-2019,1.115026
30-4-2019,1.118518
1-5-2019,1.121604
2-5-2019,1.120084
3-5-2019,1.117356
6-5-2019,1.118581
7-5-2019,1.120185
8-5-2019,1.119107
9-5-2019,1.119833
10-5-2019,1.122208
13-5-2019,1.123646
14-5-2019,1.123255
15-5-2019,1.120448
16-5-2019,1.120724
17-5-2019,1.117356
20-5-2019,1.116532
21-5-2019,1.116857
22-5-2019,NaN
23-5-2019,1.115548
24-5-2019,1.118456
27-5-2019,1.120963
28-5-2019,1.119382
29-5-2019,1.117069
30-5-2019,1.113735
31-5-2019,1.113115
3-6-2019,1.117406
4-6-2019,1.124632
5-6-2019,1.125404
6-6-2019,1.122902
7-6-2019,1.12765
10-6-2019,1.132016
11-6-2019,1.131811
12-6-2019,1.132952
13-6-2019,1.129561
14-6-2019,1.128044
17-6-2019,1.121705
18-6-2019,1.12246
19-6-2019,1.119821
20-6-2019,1.123848
21-6-2019,1.129561
24-6-2019,1.138472
25-6-2019,1.14003
26-6-2019,1.136997
27-6-2019,1.137475
28-6-2019,1.137294
1-7-2019,1.136493
2-7-2019,1.128745
3-7-2019,1.129305
4-7-2019,1.128796
5-7-2019,1.128579
8-7-2019,1.122738
9-7-2019,1.121604
10-7-2019,1.120825
11-7-2019,1.125885
12-7-2019,1.125239
15-7-2019,1.127205
16-7-2019,1.126177
17-7-2019,1.121227
18-7-2019,1.122965
19-7-2019,1.126152
22-7-2019,1.121831
23-7-2019,1.120611
24-7-2019,1.115126
25-7-2019,1.114243
26-7-2019,1.114616
29-7-2019,1.113214
30-7-2019,1.114305
31-7-2019,1.115797
1-8-2019,1.107175
2-8-2019,1.107886
5-8-2019,1.110803
6-8-2019,1.124379
7-8-2019,1.120699
8-8-2019,1.120436
9-8-2019,1.118718
12-8-2019,1.12085
13-8-2019,1.121831
14-8-2019,1.117706
15-8-2019,1.11433
16-8-2019,1.111358
19-8-2019,1.109385
20-8-2019,1.108316
21-8-2019,1.109779
22-8-2019,1.109078
23-8-2019,1.108402
26-8-2019,1.114305
27-8-2019,1.110371
28-8-2019,1.109004
29-8-2019,1.108586
30-8-2019,1.106195
2-9-2019,1.099179
3-9-2019,1.096852
4-9-2019,1.097454
5-9-2019,1.103497
6-9-2019,1.103631
9-9-2019,1.102062
10-9-2019,1.104838
11-9-2019,NaN
12-9-2019,NaN
13-9-2019,NaN
16-9-2019,NaN
17-9-2019,NaN
18-9-2019,NaN
19-9-2019,NaN
20-9-2019,NaN
23-9-2019,NaN
24-9-2019,NaN
25-9-2019,NaN
26-9-2019,NaN
27-9-2019,NaN
30-9-2019,NaN
1-10-2019,NaN
2-10-2019,NaN
3-10-2019,NaN
4-10-2019,NaN
7-10-2019,NaN
8-10-2019,1.097213
9-10-2019,NaN
10-10-2019,1.09878
11-10-2019,1.101103
14-10-2019,1.103
15-10-2019,1.102901
16-10-2019,1.103473
17-10-2019,1.107493
18-10-2019,1.112718
21-10-2019,1.115573
22-10-2019,1.115175
23-10-2019,1.112929
24-10-2019,1.113239
25-10-2019,1.110396
28-10-2019,1.108426
29-10-2019,1.109915
30-10-2019,1.111482
31-10-2019,1.115449
1-11-2019,1.11571
4-11-2019,1.116657
5-11-2019,1.112855
6-11-2019,1.10742
7-11-2019,1.10704
8-11-2019,1.10197
11-11-2019,1.102244
12-11-2019,1.103546
13-11-2019,1.101237
14-11-2019,1.101322
15-11-2019,1.10205
18-11-2019,1.10551
19-11-2019,1.107236
20-11-2019,1.108
21-11-2019,1.107886
22-11-2019,1.106586
25-11-2019,1.102256
26-11-2019,1.101443
27-11-2019,1.102256
28-11-2019,1.100485
29-11-2019,1.101176
2-12-2019,1.101904
3-12-2019,1.107911
4-12-2019,1.108525
5-12-2019,1.108303
6-12-2019,1.110543
9-12-2019,1.105889
10-12-2019,1.106499
11-12-2019,1.109275
12-12-2019,1.113586
13-12-2019,1.118606
16-12-2019,1.112446
17-12-2019,1.113697
18-12-2019,1.115138
19-12-2019,1.111593
20-12-2019,1.112595
23-12-2019,1.107984
24-12-2019,1.109385
25-12-2019,1.109016
26-12-2019,1.109545
27-12-2019,1.110112
30-12-2019,1.11823
31-12-2019,1.12023
1-1-2020,1.122083
2-1-2020,1.122083
3-1-2020,1.117144
6-1-2020,1.116196
7-1-2020,1.119799
8-1-2020,1.115474
9-1-2020,1.111321
10-1-2020,1.111111
13-1-2020,1.111667
14-1-2020,1.113573
15-1-2020,1.11309
16-1-2020,1.1154
17-1-2020,1.113958
20-1-2020,1.109459
21-1-2020,1.109693
22-1-2020,1.108561
23-1-2020,1.109644
24-1-2020,1.105522
27-1-2020,1.102536
28-1-2020,1.101977
29-1-2020,1.102256
30-1-2020,1.101686
31-1-2020,1.102913
3-2-2020,1.108979
4-2-2020,1.106293
5-2-2020,1.104728
6-2-2020,1.100231
7-2-2020,1.098298
10-2-2020,1.094931
11-2-2020,1.091346
12-2-2020,1.091941
13-2-2020,1.087595
14-2-2020,1.084599
17-2-2020,1.084175
18-2-2020,1.084011
19-2-2020,1.07954
20-2-2020,1.08101
21-2-2020,1.0788
24-2-2020,1.083905
25-2-2020,1.08492
26-2-2020,1.0882
27-2-2020,1.088589
28-2-2020,1.099723
2-3-2020,1.105131
3-3-2020,1.114405
4-3-2020,1.118068
5-3-2020,1.113908
6-3-2020,1.122385
9-3-2020,1.138602
10-3-2020,1.139796
11-3-2020,1.131651
12-3-2020,1.126152
13-3-2020,1.118493
16-3-2020,1.115536
17-3-2020,1.116321
18-3-2020,1.101552
19-3-2020,1.096155
20-3-2020,1.065735
23-3-2020,1.069439
24-3-2020,1.076461
25-3-2020,1.080264
26-3-2020,1.088957
27-3-2020,1.104826
30-3-2020,1.113908
31-3-2020,1.103047
1-4-2020,1.102657
2-4-2020,1.095362
3-4-2020,1.08474
6-4-2020,1.080696
7-4-2020,1.08038
8-4-2020,1.089514
9-4-2020,1.086366
10-4-2020,1.092741
13-4-2020,1.093267
14-4-2020,1.092299
15-4-2020,1.098539
16-4-2020,1.09051
17-4-2020,1.085847
20-4-2020,1.086697
21-4-2020,1.086484
22-4-2020,1.085647
23-4-2020,1.080964
24-4-2020,1.077702
27-4-2020,1.082368
28-4-2020,1.082485
29-4-2020,1.083658
30-4-2020,1.087725
1-5-2020,1.094547
4-5-2020,1.095963
5-5-2020,1.090429
6-5-2020,1.083858
7-5-2020,1.079855
8-5-2020,1.083717
11-5-2020,1.083952
12-5-2020,1.080941
13-5-2020,1.084681
14-5-2020,1.082368
15-5-2020,1.080696
18-5-2020,1.082134
19-5-2020,1.091512
20-5-2020,1.092777
21-5-2020,1.098298
22-5-2020,1.09529
25-5-2020,1.09078
26-5-2020,1.0903
27-5-2020,1.098177
28-5-2020,1.101686
29-5-2020,1.107911
1-6-2020,1.111852
2-6-2020,1.112595
3-6-2020,1.118944
4-6-2020,1.123595
5-6-2020,1.133787
8-6-2020,1.131952
9-6-2020,1.130557
10-6-2020,1.133222
11-6-2020,1.136544
12-6-2020,1.128808
15-6-2020,1.125201
16-6-2020,1.133774
17-6-2020,1.12657
18-6-2020,1.12429
19-6-2020,1.1211
22-6-2020,1.117756
23-6-2020,1.127968
24-6-2020,1.131235
25-6-2020,1.125087
26-6-2020,1.122208
29-6-2020,1.122586
30-6-2020,1.12472
1-7-2020,1.123595
2-7-2020,1.125138
3-7-2020,1.123785
6-7-2020,1.12472
7-7-2020,1.131286
8-7-2020,1.127523
9-7-2020,1.133915
10-7-2020,1.128796
13-7-2020,1.131004
14-7-2020,1.13455
15-7-2020,1.14107
16-7-2020,1.141719
17-7-2020,1.139212
20-7-2020,1.144296
21-7-2020,1.145869
22-7-2020,1.153403
23-7-2020,1.156872
24-7-2020,1.159608
27-7-2020,1.165257
28-7-2020,1.176928
29-7-2020,1.17188
30-7-2020,1.178287
31-7-2020,1.187225
3-8-2020,1.178231
4-8-2020,1.176332
5-8-2020,1.181544
6-8-2020,1.187282
7-8-2020,1.187648
10-8-2020,1.178273
11-8-2020,1.173778
12-8-2020,1.173654
13-8-2020,1.17938
14-8-2020,1.181656
17-8-2020,1.185255
18-8-2020,1.187648
19-8-2020,1.194786
20-8-2020,1.18435
21-8-2020,1.187366
24-8-2020,1.179802
25-8-2020,1.179454
26-8-2020,1.183502
27-8-2020,1.184273
28-8-2020,1.181963
31-8-2020,1.191824
1-9-2020,1.193902
2-9-2020,1.192321
3-9-2020,1.184736
4-9-2020,1.183978
7-9-2020,1.183446
8-9-2020,1.182173
9-9-2020,1.177024
10-9-2020,1.180638
11-9-2020,1.182438
14-9-2020,1.184273
15-9-2020,1.187
16-9-2020,1.184441
17-9-2020,1.180345
18-9-2020,1.18482
21-9-2020,1.184553
22-9-2020,1.1768
23-9-2020,1.170837
24-9-2020,1.165854
25-9-2020,1.167324
28-9-2020,1.163535
29-9-2020,1.167883
30-9-2020,1.174205
1-10-2020,1.172608
2-10-2020,1.174495
5-10-2020,1.172044
6-10-2020,1.179245
7-10-2020,1.173764
8-10-2020,1.176747
9-10-2020,1.1767
12-10-2020,1.181684
13-10-2020,1.181614
14-10-2020,1.174219
15-10-2020,1.174398
16-10-2020,1.170713
19-10-2020,1.17155
20-10-2020,1.176886
21-10-2020,1.182984
22-10-2020,1.185396
23-10-2020,1.181502
26-10-2020,1.184848
27-10-2020,1.180944
28-10-2020,1.178411
29-10-2020,1.174867
30-10-2020,1.16787
2-11-2020,1.164212
3-11-2020,1.16428
4-11-2020,1.176221
5-11-2020,1.173268
6-11-2020,1.181754
9-11-2020,1.189301
10-11-2020,1.182732
11-11-2020,1.181879
12-11-2020,1.17803
13-11-2020,1.180339
16-11-2020,1.184525
17-11-2020,1.185944
18-11-2020,1.186366
19-11-2020,1.184764
20-11-2020,1.186648
23-11-2020,1.186648
24-11-2020,1.184273
25-11-2020,1.190051
26-11-2020,1.192
27-11-2020,1.1916
30-11-2020,1.197146
1-12-2020,1.193816
2-12-2020,1.207438
3-12-2020,1.21146
4-12-2020,1.214565
7-12-2020,1.212136
8-12-2020,1.211314
9-12-2020,1.211094
10-12-2020,1.207875
11-12-2020,1.214429
14-12-2020,1.21334
15-12-2020,1.21489
16-12-2020,1.21543
17-12-2020,1.219959
18-12-2020,1.226272
21-12-2020,1.221613
22-12-2020,1.223691
23-12-2020,1.218665
24-12-2020,1.219141
25-12-2020,1.218472
28-12-2020,1.22051
29-12-2020,1.222345
30-12-2020,1.225295
31-12-2020,1.22999
1-1-2021,1.218027
4-1-2021,1.22507
5-1-2021,1.22516
6-1-2021,1.230027
7-1-2021,1.234111
8-1-2021,1.227144
11-1-2021,1.218621
12-1-2021,1.21607
13-1-2021,1.220889
14-1-2021,1.216249
15-1-2021,1.215126
18-1-2021,1.206811
19-1-2021,1.207729
20-1-2021,1.213887
21-1-2021,1.211563
22-1-2021,1.216629
25-1-2021,1.216945
26-1-2021,1.214624
27-1-2021,1.216299
28-1-2021,1.210507
29-1-2021,1.212004
1-2-2021,1.212386
2-2-2021,1.206869
3-2-2021,1.203905
4-2-2021,1.204239
5-2-2021,1.196673
8-2-2021,1.204877
9-2-2021,1.20536
10-2-2021,1.211999
11-2-2021,1.212121
12-2-2021,1.213151
15-2-2021,1.212209
16-2-2021,1.21322
17-2-2021,1.209248
18-2-2021,1.2048
19-2-2021,1.20919
22-2-2021,1.212636
23-2-2021,1.21668
24-2-2021,1.215214
25-2-2021,1.217137
26-2-2021,1.216042
1-3-2021,1.208956
2-3-2021,1.20511
3-3-2021,1.208547
4-3-2021,1.205066
5-3-2021,1.196774
8-3-2021,1.192563
9-3-2021,1.185171
10-3-2021,1.189791
11-3-2021,1.192606
12-3-2021,1.19861
15-3-2021,1.195
16-3-2021,1.192577
17-3-2021,1.190165
18-3-2021,1.198279
19-3-2021,1.191824
22-3-2021,1.188312
23-3-2021,1.193303
24-3-2021,1.184021
25-3-2021,1.181307
26-3-2021,1.177662
29-3-2021,1.1788
30-3-2021,1.177101
31-3-2021,1.17236
